Stkcd,ShortName,Accper,Typrep,IfCorrect,DeclareDate,C001001000,C0b1002000,C0F1023000,C0b1003000,C0b1004000,C0i1005000,C0i1006000,C0i1007000,C0d1008000,C0f1009000,C0d1010000,C0d1011000,C0F1024000,C0F1025000,C001012000,C001013000,C001100000,C001014000,C0b1015000,C0F1026000,C0b1016000,C0i1017000,C0f1018000,C0F1027000,C0F1028000,C0F1029000,C0F1030000,C0F1031000,C0F1032000,C0i1019000,C001020000,C001021000,C001022000,C001200000,C001000000,C002001000,C002002000,C002003000,C002004000,C002005000,C002100000,C002006000,C002007000,C0i2008000,C002009000,C002010000,C002200000,C002000000,C003008000,C003001000,C003001101,C003003000,C003002000,C003004000,C003100000,C003005000,C003006000,C003006101,C003007000,C003200000,C003000000,C004000000,C007000000,C005000000,C005001000,C006000000
000592,平潭发展,2020-01-01,A,0,,1128320038,,,,,,,,,501035,,,,,10259150.98,212385343.8,1351465567,763423860.6,,,,,,,,,,,,,94439590.52,63601422.86,76989391.23,998454265.2,353011302.1,2847261377,24369957.05,3116525.04,33769923.59,,2908517783,33057161.17,2713600000,,117734659.9,80000000,2944391821,-35874038.13,,,,,390500000,73315820.84,463815820.8,877990000,14991824.68,2834029.5,35955820.84,928937645.5,-465121824.7,,,-147984560.8,433002606.6,285018045.9
000592,平潭发展,2020-01-01,B,0,,190116628.2,,,,,,,,,,,,,,,239247702.4,429364330.6,148893709.9,,,,,,,,,,,,,15646348.47,16527815.83,108299207.5,289367081.7,139997248.9,2793695000,12377153.53,20000,,,2806092154,1568941.23,2753730750,,,80000000,2835299691,-29207537.7,,,,,366000000,33000000,399000000,753990000,8337717.68,,,762327717.7,-363327717.7,,,-252538006.5,336660530.9,84122524.39
000592,平潭发展,2020-03-31,A,0,,162479269.8,,,,,,,,,,,,,,228118.05,36250531.89,198957919.7,236613382.8,,,,,,,,,,,,,30630901.64,6567643.7,120001835.1,393813763.2,-194855843.5,263900000,2130736.29,33000,,80000000,346063736.3,8142632.35,133136000,,,,141278632.4,204785103.9,,,,,,,,2010000,72994.79,,,2082994.79,-2082994.79,2151.43,,7848417.06,285018045.9,292866462.9
000592,平潭发展,2020-03-31,B,0,,15285578.32,,,,,,,,,,,,,,,15534654.09,30820232.41,20436287.86,,,,,,,,,,,,,5470594.24,2094757.42,113025822.1,141027461.6,-110207229.2,250000000,1621087.7,,,90411500,342032587.7,503872.9,130136000,,,,130639872.9,211392714.8,,,,,,,,2010000,4270.83,,,2014270.83,-2014270.83,,,99171214.74,84122524.39,183293739.1
000592,平潭发展,2020-06-30,A,0,,485700950.9,,,,,,,,,,,,,,1085187.14,373435651.2,860221789.2,525346769.3,,,,,,,,,,,,,50587659.65,38820194.27,339805197,954559820.2,-94338031.03,424900000,5991241.51,33000,120038130.3,90183223.29,641145595.1,11412753.98,301136000,,,,312548754,328596841.1,,,,,1000000,,1000000,8010000,1150397.91,1055200,,9160397.91,-8160397.91,19629.19,,226118041.3,285018045.9,511136087.2
000592,平潭发展,2020-06-30,B,0,,50461207.57,,,,,,,,,,,,,,,284278324.8,334739532.3,109337572.9,,,,,,,,,,,,,7946951.54,13742191.97,196243901.8,327270618.2,7468914.12,473514745.2,4577400.87,,,100594723.3,578686869.3,1048202,295136000,,,,296184202,282502667.3,,,,,,,,2010000,4270.83,,,2014270.83,-2014270.83,,,287957310.6,84122524.39,372079835
000592,平潭发展,2020-09-30,A,0,,894435464,,,,,,,,,,,,,,4026595.9,558152662.1,1456614722,850954958,,,,,,,,,,,,,72092205.05,53204207.71,670932230.6,1647183601,-190568879.4,694029000,9054512.18,33000,120038130.3,90183223.29,913337865.7,19529106.92,636136000,,,,655665106.9,257672758.8,,,,,1000000,,1000000,8010000,1164293.74,,,9174293.74,-8174293.74,-854.01,,58928731.65,285018045.9,343946777.5
000592,平潭发展,2020-09-30,B,0,,177128851.5,,,,,,,,,,,,,,,451977732.5,629106584,239766292.5,,,,,,,,,,,,,10409551.13,15845492.14,455006973.2,721028309,-91921724.99,739643745.2,5944593.34,,,100594723.3,846183061.8,1229495.1,627136000,,,,628365495.1,217817566.7,,,,,,,,2010000,4270.83,,,2014270.83,-2014270.83,,,123881570.9,84122524.39,208004095.3
000592,平潭发展,2020-12-31,A,0,,1550620139,,,,,,,,,,,,,,10598595.33,824601242.6,2385819977,1213745289,,,,,,,,,,,,,96910414.98,76182726.04,1102700432,2489538862,-103718885.3,1002029000,10343098.73,33100,120038130.3,90183223.29,1222626552,27138629.02,900326000,,,,927464629,295161923.3,4900000,4900000,4900000,,1000000,200000,6100000,8010000,2144144.52,2028102.86,1000000,11154144.52,-5054144.52,-896.43,,186387997,285018045.9,471406042.8
000592,平潭发展,2020-12-31,B,0,,333210183.8,,,,,,,,,,,,,,,772437940.1,1105648124,362415926.2,,,,,,,,,,,,,13019278.53,17111543,901556990.8,1294103739,-188455614.6,1044643745,7229339.13,100,,100594723.3,1152467908,1485566.9,893236000,,,,894721566.9,257746340.7,,,,,,,,2010000,4270.83,,,2014270.83,-2014270.83,,,67276455.23,84122524.39,151398979.6
000592,平潭发展,2021-01-01,A,0,,1550620139,,,,,,,,,,,,,,10598595.33,824601242.6,2385819977,1213745289,,,,,,,,,,,,,96910414.98,76182726.04,1102700432,2489538862,-103718885.3,1002029000,10343098.73,33100,120038130.3,90183223.29,1222626552,27138629.02,900326000,,,,927464629,295161923.3,4900000,4900000,4900000,,1000000,200000,6100000,8010000,2144144.52,2028102.86,1000000,11154144.52,-5054144.52,-896.43,,186387997,285018045.9,471406042.8
000592,平潭发展,2021-01-01,B,0,,333210183.8,,,,,,,,,,,,,,,772437940.1,1105648124,362415926.2,,,,,,,,,,,,,13019278.53,17111543,901556990.8,1294103739,-188455614.6,1044643745,7229339.13,100,,100594723.3,1152467908,1485566.9,893236000,,,,894721566.9,257746340.7,,,,,,,,2010000,4270.83,,,2014270.83,-2014270.83,,,67276455.23,84122524.39,151398979.6
000592,平潭发展,2021-03-31,A,0,,310418335.6,,,,,,,,,,,,,,1347474.06,178896521.2,490662330.9,400977175.5,,,,,,,,,,,,,34317998.48,14379095.54,119101916,568776185.5,-78113854.56,235000000,802794.52,,64327500,11556103.33,311686397.9,3704593.91,185000000,,466.39,,188705060.3,122981337.6,,,,,,100000,100000,,,,,,100000,1529.58,,44969012.57,471406042.8,516375055.4
000592,平潭发展,2021-03-31,B,0,,114184957.5,,,,,,,,,,,,,,,169408475.6,283593433.1,85901064.29,,,,,,,,,,,,,6014288.35,7156247.08,153668608.5,252740208.3,30853224.8,299327500,484294.52,,,75760353.33,375572147.9,68423.25,235000000,,,,235068423.3,140503724.6,,,,,,,,,,,,,,,,171356949.4,151398979.6,322755929
000592,平潭发展,2021-06-30,A,0,,857186440.1,,,,,,,,,,,,,,4730268.84,295610865.5,1157527574,801645999.5,,,,,,,,,,,,,57575736.22,62735415.14,197629879.9,1119587031,37940543.75,665000000,2057083.56,248384,64327500,11556103.33,743189070.9,9438898.06,645000000,,466.39,,654439364.5,88749706.44,20000000,20000000,20000000,,,100000,20100000,,,,4900000,4900000,15200000,10392.25,,141900642.4,471406042.8,613306685.3
000592,平潭发展,2021-06-30,B,0,,246165753.3,,,,,,,,,,,,,,,275965129.2,522130882.5,206099886.5,,,,,,,,,,,,,8905639.56,34949031.53,177694622.9,427649180.5,94481702.01,729327500,1738583.56,,,75760353.33,806826436.9,77821.25,724000000,,,,724077821.3,82748615.64,,,,,,,,,,,,,,,,177230317.7,151398979.6,328629297.3
000592,平潭发展,2021-09-30,A,0,,1323048761,,,,,,,,,,,,,,7240071.26,355758050.4,1686046882,1163507602,,,,,,,,,,,,,81410919.99,79080752.09,336939197.3,1660938472,25108410.27,1355000000,4855491.1,20591264,64327500,11556103.33,1456330358,42211965.98,1425000000,,466.39,,1467212432,-10882073.94,20000000,20000000,20000000,,,100000,20100000,,472167.5,,4900000,5372167.5,14727832.5,6410.76,,28960579.59,471406042.8,500366622.4
000592,平潭发展,2021-12-31,A,0,,1786915144,,,,,,,,,,,,,,9730911.07,381433572.2,2178079627,1650319516,,,,,,,,,,,,,106563792.1,84559457.44,367711603.3,2209154369,-31074741.93,2200000000,7641891.11,79581553.07,64327500,13856103.33,2365407048,46983699.23,2438500000,,466.39,,2485484166,-120077118.1,20000000,20000000,20000000,,,100000,20100000,,5345522.5,,27893518,33239040.5,-13139040.5,2143.83,,-164288756.7,471406042.8,307117286.1
000592,平潭发展,2021-12-31,B,0,,510485000.9,,,,,,,,,,,,,,,645132216.1,1155617217,436689494.2,,,,,,,,,,,,,16088387.26,39615481.89,315144996.4,807538359.7,348078857.2,2229327500,5539463.02,12000,,78060353.33,2312939316,21637068.43,2494000000,,,159888183.3,2675525252,-362585935.4,,,,,,70817467.96,70817467.96,,,,4681831.22,4681831.22,66135636.74,,,51628558.54,151398979.6,203027538.2
000592,平潭发展,2022-01-01,A,0,,1786915144,,,,,,,,,,,,,,9730911.07,381433572.2,2178079627,1650319516,,,,,,,,,,,,,106563792.1,84559457.44,367711603.3,2209154369,-31074741.93,2200000000,7641891.11,79581553.07,64327500,13856103.33,2365407048,46983699.23,2438500000,,466.39,,2485484166,-120077118.1,20000000,20000000,20000000,,,100000,20100000,,5345522.5,,27893518,33239040.5,-13139040.5,2143.83,,-164288756.7,471406042.8,307117286.1
000592,平潭发展,2022-01-01,B,0,,510485000.9,,,,,,,,,,,,,,,645132216.1,1155617217,436689494.2,,,,,,,,,,,,,16088387.26,39615481.89,315144996.4,807538359.7,348078857.2,2229327500,5539463.02,12000,,78060353.33,2312939316,21637068.43,2494000000,,,159888183.3,2675525252,-362585935.4,,,,,,70817467.96,70817467.96,,,,4681831.22,4681831.22,66135636.74,,,51628558.54,151398979.6,203027538.2
000592,平潭发展,2022-03-31,A,0,,304816411.4,,,,,,,,,,,,,,3794.57,20922298.16,325742504.1,245952277.6,,,,,,,,,,,,,30268900.88,6207701.46,25649114.94,308077994.8,17664509.24,758500000,3627053.42,102004.5,,,762229057.9,4709530.66,610000000,,,,614709530.7,147519527.3,,,,,,,,,600000,,,600000,-600000,-4.02,,164584032.5,307117286.1,471701318.6
000592,平潭发展,2022-06-30,A,0,,638066355.8,,,,,,,,,,,,,,312039.27,74531427.96,712909823,470168730.3,,,,,,,,,,,,,54682097.23,21356633.53,48313272.78,594520733.9,118389089.2,1833500000,5940372.08,2052004.5,,2300000,1843792377,15953055.33,1728000000,,,30000000,1773953055,69839321.25,,,,,,,,,4600000,4600000,26500000,31100000,-31100000,99749.19,,157228159.6,307117286.1,464345445.7
000592,平潭发展,2022-06-30,B,0,,149155419.5,,,,,,,,,,,,,,,35654570.09,184809989.5,141295669.3,,,,,,,,,,,,,9834115.82,3490472.22,24987133.97,179607391.3,5202598.25,1825000000,5874491.26,,,2300000,1833174491,380093,1734500000,,,32634072.19,1767514165,65660326.07,,,,,,126941726.1,126941726.1,,,,20000000,20000000,106941726.1,,,177804650.4,203027538.2,380832188.6
000592,平潭发展,2022-09-30,A,0,,889901756.9,,,,,,,,,,,,,,2462795.26,60288145.44,952652697.6,669378283.5,,,,,,,,,,,,,75914211.76,29707077.28,69020240.22,844019812.7,108632884.9,2894500000,9564715.84,2072004.5,,2300000,2908436720,37785797.1,2867566700,,,33333300,2938685797,-30249076.76,,,,,,,,,4600000,4600000,6500000,11100000,-11100000,135623.82,,67419431.91,307117286.1,374536718
000592,平潭发展,2022-12-31,A,0,,1238395658,,,,,,,,,,,,,,5176836.72,78247067.32,1321819562,981237959.6,,,,,,,,,,,,,100295406,38430426.19,64638255.62,1184602047,137217514.9,3812500000,12307951.5,2072004.5,,2300000,3829179956,63798243.76,3752330000,,,87000000,3903128244,-73948287.76,,,,,,,,,4600000,4600000,54136434.8,58736434.8,-58736434.8,171389.38,,4704181.7,307117286.1,311821467.8
000592,平潭发展,2022-12-31,B,0,,297500778.7,,,,,,,,,,,,,,,161842670.4,459343449.2,296207610.4,,,,,,,,,,,,,16248461.06,7707920.17,243059963.9,563223955.4,-103880506.3,3804000000,11216048.58,,,2300000,3817516049,1863183.94,3715147800,,,85404098.67,3802415083,15100965.97,,,,,,147878105.2,147878105.2,,,,37610000,37610000,110268105.2,,,21488564.87,203027538.2,224516103
000592,平潭发展,2023-01-01,A,0,,1238395658,,,,,,,,,,,,,,5176836.72,78247067.32,1321819562,981237959.6,,,,,,,,,,,,,100295406,38430426.19,64638255.62,1184602047,137217514.9,3812500000,12307951.5,2072004.5,,2300000,3829179956,63798243.76,3752330000,,,87000000,3903128244,-73948287.76,,,,,,,,,4600000,4600000,54136434.8,58736434.8,-58736434.8,171389.38,,4704181.7,307117286.1,311821467.8
000592,平潭发展,2023-01-01,B,0,,297500778.7,,,,,,,,,,,,,,,161842670.4,459343449.2,296207610.4,,,,,,,,,,,,,16248461.06,7707920.17,243059963.9,563223955.4,-103880506.3,3804000000,11216048.58,,,2300000,3817516049,1863183.94,3715147800,,,85404098.67,3802415083,15100965.97,,,,,,147878105.2,147878105.2,,,,37610000,37610000,110268105.2,,,21488564.87,203027538.2,224516103
000592,平潭发展,2023-03-31,A,0,,265160678.6,,,,,,,,,,,,,,687670.16,11924183.31,277772532.1,139158058.7,,,,,,,,,,,,,28448508.97,6405073.19,19117904.58,193129545.5,84642986.62,908000000,2242386.32,144500,,,910386886.3,7986703.96,780000000,,,41106794.59,829093498.6,81293387.77,,,,,,20000000,20000000,,450000,,60903,510903,19489097,-50595.71,,185374875.7,311821467.8,497196343.5
000592,平潭发展,2023-06-30,A,0,,592991612.7,,,,,,,,,,,,,,3969549.33,70070511.83,667031673.8,443478004.5,,,,,,,,,,,,,51785935.55,19165223.29,39972255.96,554401419.3,112630254.5,1678000000,4064408.32,146000,,7140194.44,1689350603,17991373.05,1862000000,,,10000000,1889991373,-200640770.3,,,,,,20445863.01,20445863.01,,450000,450000,45391597.3,45841597.3,-25395734.29,-5984.33,,-113412234.4,311821467.8,198409233.4
000592,平潭发展,2023-06-30,B,0,,165673075.2,,,,,,,,,,,,,,,52568746.17,218241821.4,83232884.5,,,,,,,,,,,,,8251365.11,2848272.45,13369832.03,107702354.1,110539467.3,1678000000,4064408.32,,,,1682064408,598351.26,1862000000,,,40215003.69,1902813355,-220748946.6,,,,,,37293729.73,37293729.73,,,,36800000,36800000,493729.73,,,-109715749.6,224516103,114800353.4
000592,平潭发展,2023-09-30,A,0,,851818321,,,,,,,,,,,,,,7657218.77,163942556.5,1023418096,713955778,,,,,,,,,,,,,78159626.2,27127234.29,62325295.22,881567933.7,141850162.6,2648000000,8094222.68,5915000,,7140194.44,2669149417,28911169.16,2927000000,,,10000000,2965911169,-296761752,,,,,,63335863.01,63335863.01,,450000,450000,45495225.3,45945225.3,17390637.71,15057.71,,-137505894.1,311821467.8,174315573.8
000592,平潭发展,2023-12-31,A,0,,1258537797,,,,,,,,,,,,,,16777970.97,154790224.1,1430105992,1060820482,,,,,,,,,,,,,106447543.7,38979398.02,99072848.5,1305320272,124785720,3365000000,11101200.76,12225742,,40854861.11,3429181804,65706446.5,3471500000,,,12300143.33,3549506590,-120324786,,,,,,63335863.01,63335863.01,,730000,730000,47248964.8,47978964.8,15356898.21,40649.42,,19858481.65,311821467.8,331679949.5
000592,平潭发展,2023-12-31,B,0,,256526226.2,,,,,,,,,,,,,,,134075003.1,390601229.3,269298915,,,,,,,,,,,,,14965569.11,4440187.26,80098891.31,368803562.7,21797666.58,3365000000,12313554.04,,,33714666.67,3411028221,3719982.68,3481500000,,,8119180.52,3493339163,-82310942.49,,,,,,90140665.43,90140665.43,,,,36800000,36800000,53340665.43,,,-7172610.48,224516103,217343492.6
000592,平潭发展,2024-01-01,A,0,,1258537797,,,,,,,,,,,,,,16777970.97,154790224.1,1430105992,1060820482,,,,,,,,,,,,,106447543.7,38979398.02,99072848.5,1305320272,124785720,3365000000,11101200.76,12225742,,40854861.11,3429181804,65706446.5,3471500000,,,12300143.33,3549506590,-120324786,,,,,,63335863.01,63335863.01,,730000,730000,47248964.8,47978964.8,15356898.21,40649.42,,19858481.65,311821467.8,331679949.5
000592,平潭发展,2024-01-01,B,0,,256526226.2,,,,,,,,,,,,,,,134075003.1,390601229.3,269298915,,,,,,,,,,,,,14965569.11,4440187.26,80098891.31,368803562.7,21797666.58,3365000000,12313554.04,,,33714666.67,3411028221,3719982.68,3481500000,,,8119180.52,3493339163,-82310942.49,,,,,,90140665.43,90140665.43,,,,36800000,36800000,53340665.43,,,-7172610.48,224516103,217343492.6
000592,平潭发展,2024-03-31,A,0,,233959098.9,,,,,,,,,,,,,,2506249.93,23568437.22,260033786,232228534.3,,,,,,,,,,,,,37159452.34,6304626.08,17640670.58,293333283.3,-33299497.28,491625077,2941267.13,10000,,10138222.22,504714566.4,41116490.92,390000000,,,10000000,441116490.9,63598075.46,,,,,,1050000,1050000,,,,4370032.31,4370032.31,-3320032.31,3283.25,,26981829.12,331679949.5,358661778.6
000592,平潭发展,2024-06-30,A,0,,497311919,,,,,,,,,,,,,,5302983.54,32667016.9,535281919.4,428741516.8,,,,,,,,,,,,,60074731.61,17516127.59,31024434.77,537356810.8,-2074891.35,881625077,4876952.07,24099.04,,10138222.22,896664350.4,53361964.62,954800000,,,10000000,1018161965,-121497614.3,,,,,10807740.31,2110000,12917740.31,,,,4698321.84,4698321.84,8219418.47,129524.32,,-115223562.8,331679949.5,216456386.7
000592,平潭发展,2024-06-30,B,0,,158912556.3,,,,,,,,,,,,,,,16168178.12,175080734.4,98754042.63,,,,,,,,,,,,,8931068.5,5130494.53,58540330.76,171355936.4,3724798.02,844500000,4239952.07,,,,848739952.1,1540856.73,954800000,,,30387788.11,986728644.8,-137988692.8,,,,,,37481028.42,37481028.42,,,,,,37481028.42,,,-96782866.33,217343492.6,120560626.2
000592,平潭发展,2024-09-30,A,0,,736572898.8,,,,,,,,,,,,,,12079480.05,39135605.56,787787984.4,641999378.2,,,,,,,,,,,,,86128926.08,25838201.77,50397189.95,804363696,-16575711.65,1676425077,9173990.22,25969.04,,12300000,1697925036,63518340.62,1719800000,,,12423749.84,1795742090,-97817054.17,,,,,25946527.53,4890000,30836527.53,,,,61378662.52,61378662.52,-30542134.99,135909.24,,-144798991.6,331679949.5,186880957.9
000592,平潭发展,2024-12-31,A,0,,1053471828,,,,,,,,,,,,,,13954023.46,76999533.3,1144425385,1031534174,,,,,,,,,,,,,113545352.4,35318825.71,66754509.14,1247152861,-102727476.2,2387633300,15231160,31794.28,,12476250.16,2415372504,69940566.58,2204800000,,,12700000,2287440567,127931937.9,9000000,9000000,9000000,,58639757.63,53690000,121329757.6,,,,62309162.77,62309162.77,59020594.86,154067.85,,84379124.37,331679949.5,416059073.8
000592,平潭发展,2024-12-31,B,0,,311572987.3,,,,,,,,,,,,,,,31185065.2,342758052.5,270643460.8,,,,,,,,,,,,,15717772.57,7080530.64,71854834.55,365296598.6,-22538546.12,2354300000,10294736.25,1870,,,2364596606,2160946.55,2204800000,,,12744464.45,2219705411,144891195.3,,,,,,32158082.36,32158082.36,,,,56200239.74,56200239.74,-24042157.38,,,98310491.75,217343492.6,315653984.3
000713,丰乐种业,2020-01-01,A,0,,2616681849,,,,,,,,,,,,,,,25968592.8,2642650442,2210212107,,,,,,,,,,,,,144761170.3,32940048.27,122767725.4,2510681051,131969391.7,943580000,1476982.1,663779.61,,,945720761.7,120036142.8,1043400000,,,,1163436143,-217715381.1,73083453.15,73083453.15,,,442045271.5,,515128724.6,401019564.4,17724357.84,,,418743922.2,96384802.41,470518.92,,11109331.93,119734636.3,130843968.3
000713,丰乐种业,2020-01-01,B,0,,270998204.2,,,,,,,,,,,,,,,36994130.81,307992335,150414985.9,,,,,,,,,,,,,53242437.87,3127843.57,63971757.56,270757024.9,37235310.13,808568764.7,945134.73,685388.42,,,810199287.8,38301345.22,862400000,,,,900701345.2,-90502057.39,73083453.15,73083453.15,,,320127000,,393210453.2,300127000,17321289.98,,,317448290,75762163.17,16203.72,,22511619.63,49717464.15,72229083.78
000713,丰乐种业,2020-03-31,A,0,,471488648.8,,,,,,,,,,,,,,2824586.71,3953571.07,478266806.6,471925907.8,,,,,,,,,,,,,45489321.15,11184412.25,43074052.44,571673693.6,-93406887.04,163320000,250956.49,,,,163570956.5,18876940.59,110700000,,,,129576940.6,33994015.9,,,,,221116864.5,,221116864.5,196880812.5,2246046.14,,,199126858.7,21990005.85,12166.64,,-37410698.65,130843968.3,93433269.62
000713,丰乐种业,2020-03-31,B,0,,35482906.59,,,,,,,,,,,,,,,1455988.39,36938894.98,21882875.88,,,,,,,,,,,,,18385445.99,2204048.1,9074764.94,51547134.91,-14608239.93,123320421.9,111301.69,,,,123431723.6,6874672.27,143854428,,,,150729100.3,-27297376.69,,,,,149333000,,149333000,149333000,1222322.42,,,150555322.4,-1222322.42,,,-43127939.04,72229083.78,29101144.74
000713,丰乐种业,2020-06-30,A,0,,1044844575,,,,,,,,,,,,,,3257177.2,28653064.61,1076754817,868685084.2,,,,,,,,,,,,,73571095.19,23190065.89,106698270.3,1072144516,4610301.47,404320421.9,374433.5,,,,404694855.4,34761814.03,409155400,,,,443917214,-39222358.61,,,,,226403679.7,,226403679.7,246526313.9,13299042.16,,,259825356,-33421676.29,-134525.75,,-68168259.18,130843968.3,62675709.09
000713,丰乐种业,2020-06-30,B,0,,65229338.53,,,,,,,,,,,,,,,4909315.83,70138654.36,38131207.99,,,,,,,,,,,,,27295635.7,2234402.73,23123042.53,90784288.95,-20645634.59,373705129.1,178844.45,,,,373883973.6,14169377.27,357296400,,,,371465777.3,2418196.29,,,,,149331000,,149331000,149333000,11003094.65,,,160336094.7,-11005094.65,,,-29232532.95,72229083.78,42996550.83
000713,丰乐种业,2020-09-30,A,0,,1636168113,,,,,,,,,,,,,,4080300.82,44141628.32,1684390042,1248299072,,,,,,,,,,,,,101012334.8,31820713.12,182256697.6,1563388817,121001224.2,939270386.6,743036.28,1100,,2940000,942954522.9,56117825.32,1015055400,,,,1071173225,-128218702.4,,,,,282925944,,282925944,303757422.2,14950371.01,,,318707793.2,-35781849.22,-807304.67,,-43806632.09,130843968.3,87037336.18
000713,丰乐种业,2020-09-30,B,0,,119251508.2,,,,,,,,,,,,,,,13754745.34,133006253.6,49691857.26,,,,,,,,,,,,,36246107.94,2998413.94,44865141.89,133801521,-795267.47,944249066.1,510077.37,,,,944759143.4,22522711.45,906256400,,,,928779111.5,15980031.97,,,,,167663000,,167663000,187665000,11836844.64,,,199501844.6,-31838844.64,,,-16654080.14,72229083.78,55575003.64
000713,丰乐种业,2020-12-31,A,0,,2685106122,,,,,,,,,,,,,,,25995572.69,2711101694,2200883471,,,,,,,,,,,,,145382601.6,25417593.3,139941771.2,2511625437,199476257.6,1183020000,1692388.07,18207741.72,,,1202920130,96130895.78,1283480000,,,,1379610896,-176690766,2940000,2940000,2940000,,339637134.2,,342577134.2,392081929.5,18708281.84,,11855400,422645611.4,-80068477.18,-2123295.46,,-59406281.04,130843968.3,71437687.23
000713,丰乐种业,2020-12-31,B,0,,218958192.3,,,,,,,,,,,,,,,26892031.22,245850223.5,121128337.2,,,,,,,,,,,,,49850288.22,3164372.11,49826886.49,223969884.1,21880339.46,1163020000,31186103.12,58307310.08,,,1252513413,75041303.87,1241655920,,,,1316697224,-64183810.36,,,,,200608133,,200608133,190608133,19348272.8,,,209956405.8,-9348272.8,-69628.48,,-51721372.18,72229083.78,20507711.6
000713,丰乐种业,2021-01-01,A,0,,2685106122,,,,,,,,,,,,,,,25995572.69,2711101694,2200883471,,,,,,,,,,,,,145382601.6,25417593.3,139941771.2,2511625437,199476257.6,1183020000,1692388.07,18207741.72,,,1202920130,96130895.78,1283480000,,,,1379610896,-176690766,2940000,2940000,2940000,,339637134.2,,342577134.2,392081929.5,18708281.84,,11855400,422645611.4,-80068477.18,-2123295.46,,-59406281.04,130843968.3,71437687.23
000713,丰乐种业,2021-01-01,B,0,,218958192.3,,,,,,,,,,,,,,,26892031.22,245850223.5,121128337.2,,,,,,,,,,,,,49850288.22,3164372.11,49826886.49,223969884.1,21880339.46,1163020000,31186103.12,58307310.08,,,1252513413,75041303.87,1241655920,,,,1316697224,-64183810.36,,,,,200608133,,200608133,190608133,19348272.8,,,209956405.8,-9348272.8,-69628.48,,-51721372.18,72229083.78,20507711.6
000713,丰乐种业,2021-03-31,A,0,,481395226.2,,,,,,,,,,,,,,2847919.57,5226795.65,489469941.4,487940771.1,,,,,,,,,,,,,51458357.06,13120821.9,86213982.93,638733933,-149263991.6,298920000,631819.67,108528,,,299660347.7,33128902.76,99940000,,,,133068902.8,166591444.9,,,,,318615874.6,,318615874.6,328090472.1,1287119.98,,,329377592.1,-10761717.44,-29915.09,,6535820.75,71437687.23,77973507.98
000713,丰乐种业,2021-03-31,B,0,,33370266.52,,,,,,,,,,,,,,,1404664.78,34774931.3,17616225.82,,,,,,,,,,,,,20331898.81,2569485.98,11374784.96,51892395.57,-17117464.27,298920000,631819.67,108528,,,299660347.7,10272578,183672060.5,,,,193944638.5,105715709.1,,,,,165749142.6,,165749142.6,225749142.6,691833,,,226440975.6,-60691833,,,27906411.86,20507711.6,48414123.46
000713,丰乐种业,2021-06-30,A,0,,953557172.6,,,,,,,,,,,,,,3511328.1,46467335.47,1003535836,861868211.7,,,,,,,,,,,,,82891202.79,27301984.38,110583978.6,1082645377,-79109541.25,516530000,685371.81,121528,,,517336899.8,57655308.37,350370000,,,,408025308.4,109311591.4,,,,,342484489.6,,342484489.6,338794757.8,11553820.97,,,350348578.8,-7864089.18,-184695.75,,22153265.26,71437687.23,93590952.49
000713,丰乐种业,2021-06-30,B,0,,59435136.66,,,,,,,,,,,,,,,3269393.96,62704530.62,39090386.07,,,,,,,,,,,,,29566898.91,3237409.67,20772068.44,92666763.09,-29962232.47,516530000,685371.81,121528,,,517336899.8,13775063,362323962.6,,,,376099025.6,141237874.2,,,,,199293791.9,,199293791.9,259245914.6,10162529.76,,,269408444.3,-70114652.41,,,41160989.36,20507711.6,61668700.96
000713,丰乐种业,2021-09-30,A,0,,1603262596,,,,,,,,,,,,,,4069255.85,72528620.77,1679860472,1363053132,,,,,,,,,,,,,115783534.7,35501407.9,179514351.5,1693852426,-13991954.02,940010000,965644.54,61462959.52,,,1002438604,68332795.58,821120000,,,6469649.84,895922445.4,106516158.6,,,,,420958904.8,,420958904.8,431598462.5,15817246.22,,,447415708.7,-26456803.94,-118540.95,,65948859.73,71437687.23,137386547
000713,丰乐种业,2021-12-31,A,0,,2531711658,,,,,,,,,,,,,,5229589.12,25006799.21,2561948046,2189432467,,,,,,,,,,,,,164520615.2,34350872.63,96374571.95,2484678527,77269518.94,1484270901,1478643.32,175471374.6,,,1661220919,127717853.7,1516611707,,,,1644329560,16891359.01,,,,,469437859.8,,469437859.8,508072698.1,13608891.42,,900200,522581789.6,-53143929.75,-1761173.13,,39255775.07,71437687.23,110693462.3
000713,丰乐种业,2021-12-31,B,0,,245630243.7,,,,,,,,,,,,,,,17284393.1,262914636.8,148372473.1,,,,,,,,,,,,,51445856.25,4678938.3,20513799.43,225011067.1,37903569.67,1597007162,1478643.32,175187314.2,,,1773673120,39991219.49,1621611707,,,,1661602926,112070193.4,,,,,259088619.1,,259088619.1,349212964.4,10524836.1,,900200,360638000.5,-101549381.3,-54955.31,,48369426.45,20507711.6,68877138.05
000713,丰乐种业,2022-01-01,A,0,,2531711658,,,,,,,,,,,,,,5229589.12,25006799.21,2561948046,2189432467,,,,,,,,,,,,,164520615.2,34350872.63,96374571.95,2484678527,77269518.94,1484270901,1478643.32,175471374.6,,,1661220919,127717853.7,1516611707,,,,1644329560,16891359.01,,,,,469437859.8,,469437859.8,508072698.1,13608891.42,,900200,522581789.6,-53143929.75,-1761173.13,,39255775.07,71437687.23,110693462.3
