Stkcd,ShortName,Accper,Typrep,IfCorrect,DeclareDate,B001100000,B001101000,Bbd1102000,Bbd1102101,Bbd1102203,B0i1103000,B0i1103101,B0i1103111,B0i1103203,B0i1103303,B0d1104000,B0d1104101,B0d1104201,B0d1104301,B0d1104401,B0d1104501,B0f1105000,B001200000,B001201000,B0i1202000,B0i1203000,B0i1203101,B0i1203203,B0i1204000,B0i1204101,B0i1204203,B0i1205000,B0i1206000,B001207000,B0f1208000,B0i1208103,B0I1214000,B001209000,B001210000,B001216000,B001211000,B001211101,B001211203,B001305000,B001302000,B001302101,B001302201,B001303000,B001306000,B001301000,B001212000,B001307000,B001308000,B0f1213000,B001304000,B001300000,B001400000,B001400101,B001500000,B001500101,B001500201,B001000000,B002100000,B002200000,B002300000,B002000000,B002000401,B002000501,B002000101,B002000301,B002000201,B003000000,B004000000,B005000000,B005000101,B005000102,B006000000,B006000101,B006000103,B006000102
000592,平潭发展,2020-01-01,B,0,,197958171.5,197958171.5,,,,,,,,,,,,,,,,201963669.6,175957740.4,,,,,,,,,,2367790.18,,,,5045897.03,25121182.82,,-6528940.79,8337717.68,14986722.65,77368.87,32862885.64,1120355.21,,,,337779.45,-4843799.84,-5196184.51,12486.65,,,19245038.12,4333596.62,,10923.63,,,23567711.11,6710959.21,,,16856751.9,,,,,,,,,,,16856751.9,,,
000592,平潭发展,2020-01-01,A,0,,966397216.6,966397216.6,,,,,,,,,,,,,,,,990196367.7,856425420.7,,,,,,,,,,8376039.33,,,,38196902.16,74847578.94,989471.53,11360955.02,11551088.09,5998975.2,22632487.5,41921514.36,2173755.33,,,,382294.52,-13316615.97,-10204347.68,-3125734.16,,,14490447.51,11284895.48,,2238287.55,,,23537055.44,5468745.78,,,18068309.66,,,24633691.64,,-6565381.98,0.0128,0.0128,,,,18068309.66,24633691.64,,-6565381.98
000592,平潭发展,2020-03-31,A,0,,126608331.1,126608331.1,,,,,,,,,,,,,,,,135410996.6,110499693.1,,,,,,,,,,1349386.01,,,,4448215.33,16534709.15,939754.65,1639238.36,113692.01,414351.78,2585426.63,2899631.04,-71665.27,,,,1342976.12,-137148.34,-2528723.81,-3716.63,,,-4644220.46,181909.45,,213710.6,,,-4676021.61,247525.12,,,-4923546.73,,,-3905899.32,,-1017647.41,-0.002,-0.002,,,,-4923546.73,-3905899.32,,-1017647.41
000592,平潭发展,2020-03-31,B,0,,27121281.05,27121281.05,,,,,,,,,,,,,,,,27346198.78,22282875.89,,,,,,,,,,409036.4,,,,167022.39,3328533.22,,1158730.88,4270.83,276470.57,117474.98,1457662.75,-71665.27,,,,1342976.12,,161317.08,,,,2854513.2,28600,,,,,2883113.2,355321.32,,,2527791.88,,,,,,,,,,,2527791.88,,,
000592,平潭发展,2020-06-30,B,0,,81956371.8,81956371.8,,,,,,,,,,,,,,,,45272189.34,68041374.5,,,,,,,,,,1129367.24,,,,827228.06,6936083.57,,-31661864.03,4270.83,35728994.04,261399.04,3941972.56,-38550.69,,,,698255.88,,-9221774.38,,,,32364035.56,1331541.77,,3201.95,,,33692375.38,10567865.36,,,23124510.02,,,,,,,,,,,23124510.02,,,
000592,平潭发展,2020-06-30,A,0,,377272559.4,377272559.4,,,,,,,,,,,,,,,,381910614,327351611.2,,,,,,,,,,3509018.25,,,,21450067.45,31004154.41,2901466.51,-4305703.74,597537.46,10686122.54,5412157.23,3072935.28,-106476.47,,,,698255.88,-1173775.7,-3505500.61,,,,-133982.6,2038309.51,,2411841.3,,,-507514.39,4892905.45,,,-5400419.84,,,2386324.95,,-7786744.79,0.0012,0.0012,,,,-5400419.84,2386324.95,,-7786744.79
000592,平潭发展,2020-09-30,B,0,,211739442.5,211739442.5,,,,,,,,,,,,,,,,171976079.1,185927932.5,,,,,,,,,,1528300.04,,,,5646469.77,10812385.94,,-31939009.15,4270.83,36740660.16,378989.17,5192055.6,-78271.88,,,,639931.51,,-10178694.73,,,,35795644.91,1372341.77,,3201.95,,,37164784.73,11711172.19,,,25453612.54,,,,,,,,,,,25453612.54,,,
000592,平潭发展,2020-09-30,A,0,,747906241,747906241,,,,,,,,,,,,,,,,733600793.1,642683487.2,,,,,,,,,,6083927.99,,,,38463271.39,46563280.01,4303971.2,-4497144.72,652577.74,11849549.79,12302288.28,6404796.52,1854563.81,,,,639931.51,-1163840.5,-3531846.7,17965.88,,,28974742.93,2385624.59,,3263728.88,,,28096638.64,4534928.12,,,23561710.52,,,31014792.83,,-7453082.31,0.0161,0.0161,,,,23561710.52,31014792.83,,-7453082.31
000592,平潭发展,2020-12-31,B,0,,450978657.4,450978657.4,,,,,,,,,,,,,,,,364633205.1,415856360.2,,,,,,,,,,3034308.36,,,,1055550.73,18240205.18,,-73553219.29,4270.83,78375705.96,378989.17,13433227.07,-215095.23,,,,67164.38,-48939200,-10555031,,,,40730601.88,1406354.33,,3922.52,,,42133033.69,23769993.62,,,18363040.07,,,,,,,,,,,18363040.07,,,
000592,平潭发展,2020-12-31,A,1,2021-04-30,1234263309,1234263309,,,,,,,,,,,,,,,,1222923719,1100244032,,,,,,,,,,8989090.84,,,,50036086.79,67645012.46,5091523.86,-9082026.21,750450.91,18491549,24639301.73,8081048.69,327389.7,,,,67164.38,-304518051.9,-9360148.22,18548.4,,,-269732547.3,4898861.59,,28128307.54,,,-292961993.3,7620564.53,,,-300582557.8,,,-225934183.2,,-74648374.59,-0.117,-0.117,,,,-300582557.8,-225934183.2,,-74648374.59
000592,平潭发展,2021-01-01,B,0,,450978657.4,450978657.4,,,,,,,,,,,,,,,,364633205.1,415856360.2,,,,,,,,,,3034308.36,,,,1055550.73,18240205.18,,-73553219.29,4270.83,78375705.96,378989.17,13433227.07,-215095.23,,,,67164.38,-48939200,-10555031,,,,40730601.88,1406354.33,,3922.52,,,42133033.69,23769993.62,,,18363040.07,,,,,,,,,,,18363040.07,,,
000592,平潭发展,2021-01-01,A,0,,1234263309,1234263309,,,,,,,,,,,,,,,,1222923719,1100244032,,,,,,,,,,8989090.84,,,,50036086.79,67645012.46,5091523.86,-9082026.21,750450.91,18491549,24639301.73,8081048.69,327389.7,,,,67164.38,-304518051.9,-9360148.22,18548.4,,,-269732547.3,4898861.59,,28128307.54,,,-292961993.3,7620564.53,,,-300582557.8,,,-225934183.2,,-74648374.59,-0.117,-0.117,,,,-300582557.8,-225934183.2,,-74648374.59
000592,平潭发展,2021-03-31,B,0,,92801514.54,92801514.54,,,,,,,,,,,,,,,,87036062.68,88300885.83,,,,,,,,,,871953.2,,,,849260.29,4012536.39,,-6998573.03,,7038125.81,19096.97,422206.52,-29483.32,,,,84575.34,,8717508.98,,,,15008839.67,4447085.68,,33922.1,,,19422003.25,2662350.56,,,16759652.69,,,,,,,,,,,16759652.69,,,
000592,平潭发展,2021-03-31,A,0,,287705782.5,287705782.5,,,,,,,,,,,,,,,,276756029.6,254253536.8,,,,,,,,,,2566326.45,,,,5952213.35,17070941.93,1567782.89,-4654771.82,73403.29,7285508.86,3527573.85,418043.54,-33646.3,,,,84575.34,,8456483.57,,,,23436429.18,4503819.97,,38523.21,,,27901725.94,2521593.23,,,25380132.71,,,26114099.7,,-733966.99,0.0135,0.0135,,,,25380132.71,26114099.7,,-733966.99
000592,平潭发展,2021-06-30,B,0,,150522208.9,150522208.9,,,,,,,,,,,,,,,,137531867.7,132020056.1,,,,,,,,,,1562430.14,,,,1074515.18,8399571.27,,-5524704.99,4681831.22,10291557.69,19096.97,1598622.21,25613.43,,,,109047.94,,308514.51,,,,15025622.82,4787344.08,,536205.77,,,19276761.13,4770775.58,,,14505985.55,,,,,,,,,,,14505985.55,,,
000592,平潭发展,2021-06-30,A,0,,681456711.1,681456711.1,,,,,,,,,,,,,,,,651622779.6,596487093.4,,,,,,,,,,5118350.01,,,,13851293.38,33393604.28,2980069.91,-207631.42,390492.35,10787384.02,10844032.15,1851909.32,278900.54,,,,109047.94,-41263.57,-3163047.76,,,,39434609.58,6024019.76,,845338.74,,,44613290.6,6179950.34,,,38433340.26,,,43191270.36,,-4757930.1,0.0224,0.0224,,,,38433340.26,43191270.36,,-4757930.1
000592,平潭发展,2021-09-30,A,0,,1153862791,1153862791,,,,,,,,,,,,,,,,1112851620,1032786617,,,,,,,,,,7419968.39,,,,19544059.21,48927349.31,4428880.9,-255254.41,430096.71,11932325.74,15159679.97,4331604.07,1160620.1,,,,272797.26,-149014.41,-5491432.54,2181046.56,,,57315851.57,6401570.83,,10730003.15,,,52987419.25,7490627.95,,,45496791.3,,,54276908.26,,-8780116.96,0.0281,0.0281,,,,45496791.3,54276908.26,,-8780116.96
000592,平潭发展,2021-12-31,B,0,,298138759.2,298138759.2,,,,,,,,,,,,,,,,289004274.9,270216835.5,,,,,,,,,,3151234.09,,,,1447024.08,21039258.06,227159.54,-7077236.4,4681831.22,11887711.87,19096.97,5184040.57,25296.43,,,,458869.86,-187425000,-381192153,1737.27,,,-553818924.1,5057425.09,,825641.42,,,-549587140.4,4341366.72,,,-553928507.2,,,,,,,,,,,-553928507.2,,,
000592,平潭发展,2021-12-31,A,1,2022-04-27,1606512562,1606512562,,,,,,,,,,,,,,,,1598975745,1461179737,,,,,,,,,,11274696.3,,,,50896296.19,72086002.23,5233447.24,-1694433.64,250423.96,13090589.08,22215640.71,6961911.11,661454.96,,,,500879.82,-530772745,-228018932.5,49273012.28,,,-672303416.9,7481897.26,,105675477,,,-770496996.6,11520747.26,,,-782017743.8,,,-387281674,,-394736069.9,-0.2005,-0.2005,,,,-782017743.8,-387281674,,-394736069.9
000592,平潭发展,2022-01-01,A,0,,1606512562,1606512562,,,,,,,,,,,,,,,,1598975745,1461179737,,,,,,,,,,11274696.3,,,,50896296.19,72086002.23,5233447.24,-1694433.64,250423.96,13090589.08,22215640.71,6961911.11,661454.96,,,,500879.82,-530772745,-228018932.5,49273012.28,,,-672303416.9,7481897.26,,105675477,,,-770496996.6,11520747.26,,,-782017743.8,,,-387281674,,-394736069.9,-0.2005,-0.2005,,,,-782017743.8,-387281674,,-394736069.9
000592,平潭发展,2022-01-01,B,0,,298138759.2,298138759.2,,,,,,,,,,,,,,,,289004274.9,270216835.5,,,,,,,,,,3151234.09,,,,1447024.08,21039258.06,227159.54,-7077236.4,4681831.22,11887711.87,19096.97,5184040.57,25296.43,,,,458869.86,-187425000,-381192153,1737.27,,,-553818924.1,5057425.09,,825641.42,,,-549587140.4,4341366.72,,,-553928507.2,,,,,,,,,,,-553928507.2,,,
000592,平潭发展,2022-03-31,A,0,,270117600,270117600,,,,,,,,,,,,,,,,273976753,251128641.1,,,,,,,,,,1580730.9,,,,3499117.34,17526218.41,1203593.77,-961548.61,36183.38,1075304.26,747789.6,2147562.23,25.79,,,,205287.67,-69923.08,114646.41,,,,-713790.1,231617.01,,145788.99,,,-627962.08,693644.56,,,-1321606.64,,,-1487577.78,,165971.14,-0.0008,-0.0008,,,,-1321606.64,-1487577.78,,165971.14
000592,平潭发展,2022-06-30,B,0,,183053028.7,183053028.7,,,,,,,,,,,,,,,,179140564.7,172579332.3,,,,,,,,,,1054254.87,,,,471696.95,9661207.7,31933.44,-4657860.57,,4720541.54,37790.1,5083103.03,,,,,266410.97,,-13126145.13,,,,-3826377.03,109749.74,,29.05,,,-3716656.34,2444254.18,,,-6160910.52,,,,,,,,,,,-6160910.52,,,
000592,平潭发展,2022-06-30,A,0,,581851726,581851726,,,,,,,,,,,,,,,,583785271.4,540583595,,,,,,,,,,3315673.81,,,,6976139.59,34574684.03,3231816.5,-4896637.48,443526.06,5353537.06,2082890.29,5674736.77,571491.98,,,,266410.97,-385313.75,-351828.49,-3859123.69,,,1494226.69,1576692.73,,492156.25,,,2578763.17,2997773.81,,,-419010.64,,,1075132.01,,-1494142.65,0.0006,0.0006,,,,-419010.64,1075132.01,,-1494142.65
000592,平潭发展,2022-09-30,A,0,,828743751.3,828743751.3,,,,,,,,,,,,,,,,824856608.8,758587101.4,,,,,,,,,,5067278.61,,,,10885171.77,53639091.69,4288525.58,-7610560.25,511453.1,8250045.01,8120324.15,9133977.43,1279014.08,,,,361430.13,-455045.05,-1269595.8,-4450332.49,,,15327900.88,1585655.69,,642763.53,,,16270793.04,5550687.39,,,10720105.65,,,11119504.38,,-399398.73,0.0058,0.0058,,,,10720105.65,11119504.38,,-399398.73
000592,平潭发展,2022-12-31,A,0,,1175005283,1175005283,,,,,,,,,,,,,,,,1182679189,1094642846,,,,,,,,,,7599136.16,,,,14705075.71,78489145.4,6726570.85,-19483584.77,794779.87,20546269.42,18156844.48,11788418.56,290562.39,,,,417115.08,-25236891.6,-11009379.06,-7391012.94,,,-20948811.64,3485630.96,,175184130.6,,,-192647311.2,1589080.36,,,-194236391.6,,,-229493251,,35256859.44,-0.1188,-0.1188,,,,-194236391.6,-229493251,,35256859.44
000592,平潭发展,2022-12-31,B,0,,296469433.4,296469433.4,,,,,,,,,,,,,,,,278152749.7,272011402.1,,,,,,,,,,2389731.83,,,,871092.13,21815571.87,281933.44,-19216981.68,,19327131.62,46790.1,9430802.92,-691505.14,,,,417115.08,,-13185491.04,,,,15025900.78,174781.53,,17610029.05,,,-2409346.74,362136.37,,,-2771483.11,,,,,,,,,,,-2771483.11,,,
000592,平潭发展,2023-01-01,A,1,2024-04-25,1175005283,1175005283,,,,,,,,,,,,,,,,1182679189,1094642846,,,,,,,,,,7599136.16,,,,14705075.71,78489145.4,6726570.85,-19483584.77,794779.87,20546269.42,18156844.48,11788418.56,290562.39,,,,417115.08,-25236891.6,-11009379.06,-7391012.94,,,-20948811.64,3485630.96,,175184130.6,,,-192647311.2,1628380.29,,,-194275691.5,,,-229531045.5,,35255353.97,-0.1188,-0.1188,,,,-194275691.5,-229531045.5,,35255353.97
000592,平潭发展,2023-01-01,B,0,,296469433.4,296469433.4,,,,,,,,,,,,,,,,278152749.7,272011402.1,,,,,,,,,,2389731.83,,,,871092.13,21815571.87,281933.44,-19216981.68,,19327131.62,46790.1,9430802.92,-691505.14,,,,417115.08,,-13185491.04,,,,15025900.78,174781.53,,17610029.05,,,-2409346.74,362136.37,,,-2771483.11,,,,,,,,,,,-2771483.11,,,
000592,平潭发展,2023-03-31,A,0,,260151029.3,260151029.3,,,,,,,,,,,,,,,,269305204.4,248506916.2,,,,,,,,,,1925003.67,,,,3593969.65,16735244.79,708329.32,-2164259.28,10935.1,2363494.39,3367973.22,1562337.93,-136005.79,,,,136673.98,,-305471.6,82099.54,,,-4310561.99,207126.61,,85344.34,,,-4188779.72,321937.6,,,-4510717.32,,,-3071705.47,,-1439011.85,-0.0016,-0.0016,,,,-4510717.32,-3071705.47,,-1439011.85
000592,平潭发展,2023-06-30,A,0,,586711532.9,586711532.9,,,,,,,,,,,,,,,,592483079.8,547365967.9,,,,,,,,,,4170187.4,,,,7856788.22,34763485.71,1541394.05,-3214743.5,809010.84,4380517.85,14344736.65,3797531.5,-574319.7,,,,815989.04,-108909.47,-1040919.08,1831554.4,,,13868436.13,411486.71,,1620890.94,,,12659031.9,2370177.73,,,10288854.17,,,10463484.03,,-174629.86,0.0054,0.0054,,,,10288854.17,10463484.03,,-174629.86
000592,平潭发展,2023-06-30,B,0,,112449767.9,112449767.9,,,,,,,,,,,,,,,,115276394.4,108923590.9,,,,,,,,,,973414.1,,,,350993.42,8921694.72,188596.03,-4081894.7,,4153633.73,25334.25,2730383.53,-686848.88,,,,815989.04,,-26514762.75,,,,-25769682.46,46798.33,,13048.92,,,-25735933.05,1283885.52,,,-27019818.57,,,,,,,,,,,-27019818.57,,,
000592,平潭发展,2023-09-30,A,0,,890168036.8,890168036.8,,,,,,,,,,,,,,,,897962274.6,826064228,,,,,,,,,,6375044.81,,,,12783394.08,53408348.53,3216754.2,-3885495.05,1141350.93,5437489.95,25572810.08,7129162.71,-304005.48,,,,551067.13,-108909.47,-3521258.82,1831554.4,,,23660188.21,3513955.65,,1982160.35,,,25191983.51,4568443.88,,,20623539.63,,,20241244.39,,382295.24,0.0105,0.0105,,,,20623539.63,20241244.39,,382295.24
000592,平潭发展,2023-12-31,A,1,2024-04-25,1233161879,1233161879,,,,,,,,,,,,,,,,1261132438,1150612071,,,,,,,,,,9185592.87,,,,18243859.37,83270980.89,4422900.89,-4602967.21,1479271.32,6596445.2,34888873.59,10470079.23,-1518739.58,,,,30942522.05,-44381218.07,-8393179.68,-2722504.37,,,-7165986.11,5435094.42,,135435980.6,,,-137166872.3,2982111.06,,,-140148983.4,,,-307841201.4,,167692218,-0.1594,-0.1594,,,,-140148983.4,-307841201.4,,167692218
000592,平潭发展,2023-12-31,B,0,,226523651.4,226523651.4,,,,,,,,,,,,,,,,234549167.4,216365659.2,,,,,,,,,,2304381.7,,,,1365385.61,19995421.18,410675.28,-5892355.58,,5994253.88,37967.25,7738746.1,-1838057.75,,,,30942522.05,-466220.03,-834545013,,,,-804317513.6,156247.55,,431526.55,,,-804592792.6,2682754.15,,,-807275546.7,,,,,,,,,,,-807275546.7,,,
000592,平潭发展,2024-01-01,A,0,,1233161879,1233161879,,,,,,,,,,,,,,,,1261132438,1150612071,,,,,,,,,,9185592.87,,,,18243859.37,83270980.89,4422900.89,-4602967.21,1479271.32,6596445.2,34888873.59,10470079.23,-1518739.58,,,,30942522.05,-44381218.07,-8393179.68,-2722504.37,,,-7165986.11,5435094.42,,135435980.6,,,-137166872.3,2982111.06,,,-140148983.4,-140148983.4,,-307841201.4,,167692218,-0.1594,-0.1594,,,,-140148983.4,-307841201.4,,167692218
000592,平潭发展,2024-01-01,B,0,,226523651.4,226523651.4,,,,,,,,,,,,,,,,234549167.4,216365659.2,,,,,,,,,,2304381.7,,,,1365385.61,19995421.18,410675.28,-5892355.58,,5994253.88,37967.25,7738746.1,-1838057.75,,,,30942522.05,-466220.03,-834545013,,,,-804317513.6,156247.55,,431526.55,,,-804592792.6,2682754.15,,,-807275546.7,-807275546.7,,,,,,,,,,-807275546.7,,,
000592,平潭发展,2024-03-31,A,0,,602851432.8,602851432.8,,,,,,,,,,,,,,,,613410939.7,587205542.3,,,,,,,,,,3579168.38,,,,3933421.13,19142840.81,466128.11,-916161.07,38477.79,1291874.62,7904806.13,1699335.9,-155713.8,,,,472109.6,-163177.16,-765991.02,2307.1,,,-1410116.33,21443.17,,267548.15,,,-1656221.31,1576777.18,,,-3232998.49,,,-802349.47,,-2430649.02,-0.0004,-0.0004,,,,-3232998.49,-802349.47,,-2430649.02
000592,平潭发展,2024-06-30,A,0,,927253446.3,927253446.3,,,,,,,,,,,,,,,,877301402.6,826134332.8,,,,,,,,,,7319543.38,,,,8751563.7,35134198.12,1549213.51,-1587448.92,609886.54,2234265.14,13515250.43,3476406.4,-144995.21,,,,854113.69,-1195251.41,-3779999.78,2307.1,,,62824870.12,660300.2,,7449818.52,,,56035351.8,11690394.45,,,44344957.35,44344957.35,,21786877.44,,22558079.91,0.0113,0.0113,,,,44344957.35,21786877.44,,22558079.91
000592,平潭发展,2024-06-30,B,0,,158361235.7,158361235.7,,,,,,,,,,,,,,,,155822993.8,147723915.6,,,,,,,,,,1184099.52,,,,441063.79,8344216.43,18909.63,-1889211.21,,1905046.69,20126.97,3380058.6,-26242.07,,,,854113.69,,-2969570.72,,,,3822970.46,109440,,438620.2,,,3493790.26,579913.05,,,2913877.21,2913877.21,,,,,,,,,,2913877.21,,,
000592,平潭发展,2024-09-30,A,0,,1184319583,1184319583,,,,,,,,,,,,,,,,1143924110,1065974370,,,,,,,,,,9399923.01,,,,12510087.48,55016366.79,2382109.3,-1358746.75,1482655.8,2888200.85,21657474.8,7204722.55,691253.68,,,,420417.8,-1335517.16,-7173935.09,2307.1,,,61170942.78,872516.56,,7584091.02,,,54459368.32,11999505.76,,,42459862.56,42459862.56,,22566587.62,,19893274.94,0.0117,0.0117,,,,42459862.56,22566587.62,,19893274.94
000592,平潭发展,2024-12-31,A,0,,1563391259,1563391259,,,,,,,,,,,,,,,,1501083716,1388917718,,,,,,,,,,9850648.39,,,,17464462.25,83075509.15,3219405.97,-1444027.27,2424585.52,3967221.24,27850124.12,9294166.68,-122309.31,,,,329424.67,-19466052.16,-93354917.37,2479535.18,,,-10560176.39,1142220.12,,105229006.1,,,-114646962.4,12432075.16,,,-127079037.5,-127079037.5,,-116817604.1,,-10261433.38,-0.0609,-0.0609,,,,-127079037.5,-116817604.1,,-10261433.38
000592,平潭发展,2024-12-31,B,0,,299350864.3,299350864.3,,,,,,,,,,,,,,,,300864279.3,282650946.5,,,,,,,,,,2493109.05,,,,1121294.65,17914867.13,28353.03,-3344291,,3370958.17,26558.97,8685590.64,-17390.74,,,,329424.67,-17700015.43,-12391941.13,,,,-22563797.29,213550.04,,620616.21,,,-22970863.46,629382.5,,,-23600245.96,-23600245.96,,,,,,,,,,-23600245.96,,,
000713,丰乐种业,2020-01-01,A,0,,2403955879,2403955879,,,,,,,,,,,,,,,,2317362247,2018182483,,,,,,,,,,10040015.56,,,,159848289.1,95498954.08,26943750.38,6848754.92,12351241.95,4358028.46,13245564.74,1476982.1,,,,,,-26076523.01,-1540987.66,60962.7,,,73759631.04,1595279.32,,1062977.68,,,74291932.68,10728945.81,,,63562986.87,,,57228862.54,,6334124.33,0.1335,0.1335,,,,63562986.87,57228862.54,,6334124.33
000713,丰乐种业,2020-01-01,B,0,,282794888.8,282794888.8,,,,,,,,,,,,,,,,271052408.8,181831312.1,,,,,,,,,,1922226.95,,,,56716361.72,35186362.89,13109350.54,-17713205.38,10761158.86,28637324.05,2938682.71,945134.73,,,,,,-12726451.48,-1215178.84,57902.78,,,1742569.95,126576.26,,455702.98,,,1413443.23,,,,1413443.23,,,,,,,,,,,1413443.23,,,
000713,丰乐种业,2020-03-31,A,0,,547558392.2,547558392.2,,,,,,,,,,,,,,,,525139781.1,467722487.7,,,,,,,,,,658185,,,,24561914,23429450.42,7457457.08,1310286.96,,,898069.14,141238.7,,,,,,2149.67,,,,,23460068.59,17605.5,,,,,23477674.09,4064695.49,,,19412978.6,,,20966887.01,,-1553908.41,0.0478,0.0478,,,,19412978.6,20966887.01,,-1553908.41
000713,丰乐种业,2020-03-31,B,0,,50212368.75,50212368.75,,,,,,,,,,,,,,,,54642059.32,32731902.12,,,,,,,,,,168351.2,,,,8131323.11,11347049.81,4313911.82,-2050478.74,,,,2005.82,,,,,,2149.67,,,,,-4425535.08,0.5,,,,,-4425534.58,,,,-4425534.58,,,,,,,,,,,-4425534.58,,,
000713,丰乐种业,2020-06-30,A,0,,1225543806,1225543806,,,,,,,,,,,,,,,,1191591451,1056349940,,,,,,,,,,4577130.81,,,,62265503.76,48971510.57,15510830.52,3916535.6,,,6131128.7,195589.05,,,,,,,-1427850.33,,,,38851222.77,539211.04,,171933.44,,,39218500.37,9957055.26,,,29261445.11,,,29146829.23,,114615.88,0.0665,0.0665,,,,29261445.11,29146829.23,,114615.88
000713,丰乐种业,2020-06-30,B,0,,74613070.19,74613070.19,,,,,,,,,,,,,,,,91537680.69,47821162.69,,,,,,,,,,763384.67,,,,20720667.74,19405315.34,8460486.45,-5633336.2,,,478563,,,,,,,,2149.67,,,,-16443897.83,154874.5,,538.97,,,-16289562.3,,,,-16289562.3,,,,,,,,,,,-16289562.3,,,
000713,丰乐种业,2020-09-30,A,0,,1675833583,1675833583,,,,,,,,,,,,,,,,1648600608,1443553111,,,,,,,,,,6557778.33,,,,97113854.35,68298038.01,25403674.87,7674150.73,,,7054041.08,564191.83,,,,,,-696593.89,-1426427.07,,,,32728187.21,1882172.74,,3652383.76,,,30957976.19,12058731.63,,,18899244.56,,,17283631.45,,1615613.11,0.0394,0.0394,,,,18899244.56,17283631.45,,1615613.11
000713,丰乐种业,2020-09-30,B,0,,106196509.2,106196509.2,,,,,,,,,,,,,,,,147765139.3,81996934.85,,,,,,,,,,805800.42,,,,32072669.48,26925709.45,14530497.27,-8566472.22,,,882963,331232.92,,,,,,-363862.52,2159.62,,,,-40716137.04,1117793.7,,3431179.42,,,-43029522.76,,,,-43029522.76,,,,,,,,,,,-43029522.76,,,
000713,丰乐种业,2020-12-31,A,1,2021-04-28,2456598310,2456598310,,,,,,,,,,,,,,,,2386530701,2100347456,,,,,,,,,,10578060.38,,,,126704585,100093128.8,38509581.97,10297889.01,10225594.36,2376209.33,13648695.45,1692388.07,,,,,,-22711392.15,-10555976.68,15842187.93,,,67983511.56,1717594.61,,1543427.69,,,68157678.48,11318102.47,,,56839576.01,,,50404764.44,,6434811.57,0.1149,0.1149,,,,56839576.01,50404764.44,,6434811.57
000713,丰乐种业,2020-12-31,B,0,,242564980.2,242564980.2,,,,,,,,,,,,,,,,269507002.4,173684869.4,,,,,,,,,,1845086.92,,,,45819995.42,39511138.49,20701036.64,-12055124.55,10586944.67,22756134.75,3494816.41,31186103.12,,,,,,-16425742.66,20475.74,15839164.49,,,7172794.98,207484.1,,185200.15,,,7195078.93,,,,7195078.93,,,,,,,,,,,7195078.93,,,
000713,丰乐种业,2021-01-01,A,0,,2456598310,2456598310,,,,,,,,,,,,,,,,2386530701,2100347456,,,,,,,,,,10578060.38,,,,126704585,100093128.8,38509581.97,10297889.01,10225594.36,2376209.33,13648695.45,1692388.07,,,,,,-22711392.15,-10555976.68,15842187.93,,,67983511.56,1717594.61,,1543427.69,,,68157678.48,11318102.47,,,56839576.01,,,50404764.44,,6434811.57,0.0821,0.0821,,,,56839576.01,50404764.44,,6434811.57
000713,丰乐种业,2021-01-01,B,0,,242564980.2,242564980.2,,,,,,,,,,,,,,,,269507002.4,173684869.4,,,,,,,,,,1845086.92,,,,45819995.42,39511138.49,20701036.64,-12055124.55,10586944.67,22756134.75,3494816.41,31186103.12,,,,,,-16425742.66,20475.74,15839164.49,,,7172794.98,207484.1,,185200.15,,,7195078.93,,,,7195078.93,,,,,,,,,,,7195078.93,,,
000713,丰乐种业,2021-03-31,A,0,,629401208.4,629401208.4,,,,,,,,,,,,,,,,610948184.8,544773787.4,,,,,,,,,,1838411.56,,,,27243524.62,24481627.65,11387540.91,1223292.62,,,1617532.85,631819.67,,,,,,,5778.12,-204108.21,,,20504046.03,339665.18,,2722.32,,,20840988.89,5371364.47,,,15469624.42,,,13736211.56,,1733412.86,0.0313,0.0313,,,,15469624.42,13736211.56,,1733412.86
000713,丰乐种业,2021-03-31,B,0,,44349209.62,44349209.62,,,,,,,,,,,,,,,,57181151.38,31814777.65,,,,,,,,,,616816.67,,,,7872621.66,10997205.46,7187706.72,-1307976.78,,,609616.64,631819.67,,,,,,,2155.97,-204108.21,,,-11792457.69,1000,,866.4,,,-11792324.09,,,,-11792324.09,,,,,,,,,,,-11792324.09,,,
000713,丰乐种业,2021-06-30,A,0,,1362115712,1362115712,,,,,,,,,,,,,,,,1332897564,1202049563,,,,,,,,,,4795747.9,,,,54748629.31,47756384.79,20379227.54,3168011.48,,,2230535.05,685371.81,,,,,,,5778.12,-204108.21,,,31935724.87,79218.7,,176414.92,,,31838528.65,8951190,,,22887338.65,,,20966748.35,,1920590.3,0.0341,0.0341,,,,22887338.65,20966748.35,,1920590.3
000713,丰乐种业,2021-06-30,B,0,,70228395.04,70228395.04,,,,,,,,,,,,,,,,93092213.47,51265930.02,,,,,,,,,,1445169.53,,,,15573478.97,17740818.92,11382285.69,-4315469.66,,,909616.64,685371.81,,,,,,,2155.97,-204108.21,,,-21470782.22,12366.4,,67593.95,,,-21526009.77,,,,-21526009.77,,,,,,,,,,,-21526009.77,,,
000713,丰乐种业,2021-09-30,A,0,,1860165806,1860165806,,,,,,,,,,,,,,,,1862525349,1670870369,,,,,,,,,,,,,,82546910.74,71163503.63,27651998.74,4084287.17,,,8201899.67,965644.54,,,,,-900200,,4705.36,-92893.78,6208279.26,,5819613.09,228237.49,,180859.76,,,5866990.82,11519452.87,,,-5652462.05,,,-7148210.34,,1495748.29,-0.0116,-0.0116,,,,-5652462.05,-7148210.34,,1495748.29
