Stkcd,ShortName,Accper,Typrep,IfCorrect,DeclareDate,A001101000,A0d1101101,A0d1102000,A0d1102101,A0b1103000,A0b1104000,A0b1105000,A0f1106000,A001107000,A0f1108000,A001109000,A001110000,A001111000,A001127000,A001112000,A0i1113000,A0i1114000,A0i1115000,A0i1116000,A0i1116101,A0i1116201,A0i1116301,A0i1116401,A001119000,A001120000,A001121000,A0f1122000,A001123000,A001123101,A001128000,A001129000,A001124000,A0d1126000,A001125000,A001100000,A0i1224000,A0i1225000,A0b1201000,A001226000,A0F1132000,A001202000,A001227000,A0F1232000,A001203000,A001204000,A001205000,A001228000,A0F1233000,A0F1133000,A001229000,A001206000,A001207000,A0i1209000,A0i1210000,A001211000,A001212000,A001213000,A001214000,A001215000,A001216000,A001217000,A001230000,A001218000,A0d1218101,A001218201,A001219000,A001219101,A001220000,A001221000,A001222000,A0F1224000,A001223000,A001200000,A0f1300000,A001000000,A002101000,A0d2101101,A0D2130000,A0b2102000,A0b2103000,A0b2103101,A0b2103201,A0f2104000,A002105000,A0f2106000,A002107000,A002108000,A002109000,A002128000,A0f2110000,A0i2111000,A002112000,A002113000,A002114000,A002115000,A0i2116000,A0i2117000,A0i2118000,A0i2119000,A0i2119101,A0i2119201,A0i2119301,A0i2119401,A002120000,A0i2121000,A0d2122000,A0d2123000,A0i2124000,A002129000,A002125000,A002126000,A002127000,A002100000,A002201000,A0d2202000,A002203000,A002211000,A002204000,A002212000,A002205000,A002206000,A002207000,A0F2210000,A002208000,A002209000,A002210000,A002200000,A0f2300000,A002000000,A003101000,A003112000,A003112101,A003112201,A003112301,A003102000,A003102101,A003103000,A0f3104000,A003105000,A003106000,A003107000,A0F3108000,A0F3109000,A003111000,A003100000,A003200000,A003000000,A004000000
002069,獐子岛,2024-12-31,A,0,,603836715.8,,,,,,,,,,,1243931.74,154263522.6,,72838362.1,,,,,,,,,,,16851253.2,,714700072.3,,,,,,3936245.62,1567670103,,,,,,,,,,,142547713.5,1444145.33,,,,,,,,,409935631.5,2546610.58,,,,,30283241.35,69280726.66,,,,,1927957.29,34718466.09,1275771.37,,7595379.83,701555643.6,,2269225747,1702088051,,,,,,,,,,,89504050.34,986019.51,22060986.43,,,28570607.78,13963310.94,,,,,,,,,,,25962805.17,,,,,,223624393.6,,,2106760225,1310514.34,,,20734772.06,,,,22045286.4,1733444.05,,4211.15,,42402227.97,66185169.57,,2172945395,711112194,,,,,1023130787,,245199949.9,,-1919933206,,,,,-7819262.75,51690461.35,44589890.91,96280352.26,2269225747
002069,獐子岛,2024-12-31,B,0,,229638542.1,,,,,,,,,,,1243931.74,33818838.98,,59306766.59,,,,,,,,,,,447228908.2,,477256018.1,,,,,,233562.93,1248726569,,,,,,,,,,,1229729056,1444145.33,,,,,,,,,270031293.4,2051592.31,,,,,2808397.61,8160772.52,,,,,,23661270.96,,,7649698.08,1545536226,,2794262795,1702088051,,,,,,,,,,,64441441.85,105358.58,7649874.23,,,12252098.82,9961585.81,,,,,,,,,,,387381561.5,,,,,,218847439.7,,,2402727412,,,,376066.03,,,,376066.03,1548208.25,,,,35967327.97,37891602.25,,2440619014,711112194,,,,,1006298445,,245199949.9,,-1608152181,,,,,-814627.35,,,353643780.6,2794262795
002086,*ST 东洋,2020-01-01,A,1,"2023-04-29,2021-04-30",858613601,,,,,,,,,,,,93763753.05,,1051650.75,,,,,,,,,,,563533432.7,,431105625.9,,,,,,17515936.38,1965584000,,,,,,,,,,,,,,,,,,,,96729078.94,1426980101,15749294.15,,,,,,187542931.5,,,15932177.42,,4173809.58,29017503.01,,,,1776124895,,3741708895,732874980.8,,,,,,,,,,,205881484.5,14074451.18,,,,37239274.33,3243572.31,7333153.3,1289436.2,,,,,,,,,316197091.2,,,,,,230000000,,,1539510854,10000000,,,,17617539.77,,,27617539.77,280207775,,,,152458531.1,460283845.9,,1999794700,756350000,,,,,2074545988,,83499084.58,,-1190797891,,,,,5109221.72,1728706403,13207791.43,1741914195,3741708895
002086,*ST 东洋,2020-01-01,B,1,"2023-04-29,2021-04-30",15680489.43,,,,,,,,,,,,132423270.7,,520049.2,,,,,,,,,,65133853.82,1483853212,,333985046.6,,,,,,10791405.82,1977253474,,,,,,,,,,,474257740.7,,,,,,,,,96729078.94,1097517672,8676820.79,,,,,,79970794.73,,,,,,18756451.12,,,,1775908558,,3753162032,727900000,,,,,,,,,,,156624680.8,3875004.09,,,,29006746.99,1920802.41,7308228.24,,,,,,,,,,320149653.5,,,,,,230000000,,,1469476888,10000000,,,,,,,10000000,280207775,,,,132744145.6,422951920.7,,1892428808,756350000,,,,,2080896168,,83485966.4,,-1059998912,,,,,,,,1860733223,3753162032
002086,ST 东海洋,2020-03-31,A,1,2020-09-05,59081118.19,,,,,,,,,,,,96443117.75,,6600135.08,,,,,,,,,,,1329570377,,441654910.4,,,,,,12880464.79,1946230123,,,,,,,,,,,,,,,78000000,,,,,95636646.4,1297149902,2367438.3,,,,,,157093705,,,15838897.17,,4173809.58,30770453.66,,,,1681030852,,3627260975,672974980.8,,,,,,,,,,,175771710.4,,44179248.03,,,27522902.56,3161934.79,12537329.8,1289436.2,,,,,,,,,240292849.8,,,,,,230000000,,,1393903626,10000000,,,,17712625.44,,,27712625.44,280207775,,,,142020977.7,449941378.2,,1843845005,756350000,,,,,2074545988,,83499084.58,,-1150194923,,,,,6129404.38,1770329555,13086416.13,1783415971,3627260975
002086,ST 东海洋,2020-03-31,B,1,2020-09-05,34908203,,,,,,,,,,,,125329905.9,,106741,,,,,,,,,,65133853.82,1432749028,,347447332.8,,,,,,6528910.96,1947070122,,,,,,,,,,,474257740.7,,,,78000000,,,,,95636646.4,971144721.9,1607438.3,,,,,,71231041.16,,,,,,20753282.21,,,,1712630871,,3659700992,668000000,,,,,,,,,,,147630902.5,,32350402.92,,,22866075.66,1887784.83,12512404.74,,,,,,,,,,222033326.4,,,,,,230000000,,,1324768492,10000000,,,,,,,10000000,280207775,,,,120313519.4,410521294.4,,1735289787,756350000,,,,,2080896168,,83485966.4,,-996320929.1,,,,,,,,1924411206,3659700992
002086,ST 东海洋,2020-06-30,A,0,,371072906.4,,,,,,,,,,,,79678124.29,,5993095.94,,,,,,,,,,,1063634287,,452045892.9,,,,,,11576157.64,1984000464,,,,,,,,,,,24000000,,,,78000000,,,,,94544213.86,1249395541,10727402.08,,,,,,155372021.7,,,16101311.13,,4173809.58,27480005.29,,,,1659794305,,3643794769,672874980.8,,,,,,,,,,,172925190.7,,19696111.25,,,30066763.84,4525243.5,22800171.81,1289436.2,,,,,,,,,286552725.3,,,,,,240000000,,,1426641015,,,,,17022465.32,,,17022465.32,280207775,,,,150018277.9,447248518.3,,1873889534,756350000,,,,,2074545988,,83499084.58,,-1163684793,,,,,6048167.36,1756758447,13146787.81,1769905235,3643794769
002086,ST 东海洋,2020-06-30,B,0,,34735618.21,,,,,,,,,,,,117721714.6,,455643.8,,,,,,,,,,65133853.82,1497776132,,349763173.1,,,,,,5429579.91,2005881862,,,,,,,,,,,474257740.7,,,,78000000,,,,,94544213.86,938202142.3,9967402.08,,,,,,70864757.24,,,,,,17389823.35,,,,1683226080,,3689107941,667900000,,,,,,,,,,,147749339.3,,6594946.98,,,25025254.6,1807254.67,22598044.5,,,,,,,,,,271172198.8,,,,,,240000000,,,1360248994,,,,,,,,,280207775,,,,128884066.6,409091841.7,,1769340836,756350000,,,,,2080896168,,83485966.4,,-1000965030,,,,,,,,1919767105,3689107941
002086,*ST 东洋,2020-09-30,A,0,,310012737.7,,,,,,,,,,,,76773526.4,,5205020.14,,,,,,,,,,,1087659145,,456176877.7,,,,,,9389654.92,1945216962,,,,,,,,,,,24000000,,,,78000000,,,,,93456696.28,1226473521,13489725.17,,,,,,150525670.7,,,15782963.94,,4173809.58,27664613.81,,,,1633567000,,3578783962,700156887.5,,,,,,,,,,,163238725.6,,13335579.72,,,6586163.66,2685230.61,30547065.92,1289436.2,,,,,,,,,297501010.2,,,,,,210000000,,,1393503597,,,,,,,,,280207775,,,11938969.02,129961568.2,422108312.2,,1815611909,756350000,,,,,2074545988,,83499084.58,,-1168006582,,,,,3660053.71,1750048545,13123507.53,1763172052,3578783962
002086,*ST 东洋,2020-09-30,B,0,,63013909.53,,,,,,,,,,,,106787255.2,,721868.08,,,,,,,,,,65133853.82,1456320713,,351239260.1,,,,,,4214463.39,1982297469,,,,,,,,,,,474257740.7,,,,78000000,,,,,93456696.28,923287841.2,12729725.17,,,,,,70446738.2,,,,,,17559489.48,,,,1669738231,,3652035700,695456887.5,,,,,,,,,,,138553528.2,,1000558.98,,,2651497.73,1835487.81,30507065.92,,,,,,,,,,290054123.1,,,,,,210000000,,,1339552083,,,,,,,,,280207775,,,,108059244.8,388267019.8,,1727819103,756350000,,,,,2080896168,,83485966.4,,-996515538,,,,,,,,1924216597,3652035700
002086,*ST 东洋,2020-12-31,A,1,2023-04-29,265973257.8,,,,,,,,,,,,51152585.57,,3239249.54,,,,,,,,,,,1024517512,,397370713.7,,,,,,11435737.88,1753689056,,,,,,,,,,,,,,,,,,,,92378763.59,1210252906,8467659.96,,,,,,151064065.6,,,11138464.43,,4173809.58,27743882.94,,,4284400,1509503952,,3263193008,693170086.8,,,,,,,,,,,146162612.2,,11565182.69,,,11798064.83,2942526.93,27023069.5,,,,,,,,,,518716556.5,,,,,,11027004.95,1209553.77,,1396591589,,,,,15719583.48,,,15719583.48,280207775,,,,142289346.1,438216704.6,,1834808293,756350000,,,,,2074545988,,83499084.58,,-1499832160,,,,,780580.27,1415343493,13041221.71,1428384715,3263193008
002086,*ST 东洋,2020-12-31,B,1,2023-04-29,24536870.17,,,,,,,,,,,,86315592.41,,657793.07,,,,,,,,,,65133853.82,1458152831,,296171046.7,,,,,,5519286.97,1871353421,,,,,,,,,,,474257740.7,,,,,,,,,92378763.59,913241287.8,8467659.96,,,,,,70134834.61,,,,,,17858095.68,,,,1576338382,,3447691803,688470086.8,,,,,,,,,,,120986295.6,,2917787.52,,,6051806.2,1906987.14,26876350.33,,,,,,,,,,529637772.5,,,,,,11027004.95,121355.25,,1361119096,,,,,,,,,280207775,,,,118719610.6,398927385.7,,1760046482,756350000,,,,,2080896168,,83485966.4,,-1233086814,,,,,,,,1687645321,3447691803
002086,ST 东洋,2021-01-01,A,1,"2023-04-29,2022-04-30",265973257.8,,,,,,,,,,,,51152585.57,,3239249.54,,,,,,,,,,,1024517512,,397370713.7,,,,,,11435737.88,1753689056,,,,,,,,,,,,,,,,,,,,92378763.59,1210252906,8467659.96,,,,,,151064065.6,,,11138464.43,,4173809.58,27743882.94,,,4284400,1509503952,,3263193008,693170086.8,,,,,,,,,,,146162612.2,,11565182.69,,,11798064.83,2942526.93,27023069.5,,,,,,,,,,518716556.5,,,,,,11027004.95,1209553.77,,1396591589,,,,,15719583.48,,,15719583.48,280207775,,,,142289346.1,438216704.6,,1834808293,756350000,,,,,2074545988,,83499084.58,,-1499832160,,,,,780580.27,1415343493,13041221.71,1428384715,3263193008
002086,ST 东洋,2021-01-01,B,1,"2023-04-29,2022-04-30",24536870.17,,,,,,,,,,,,86315592.41,,657793.07,,,,,,,,,,65133853.82,1458152831,,296171046.7,,,,,,5519286.97,1871353421,,,,,,,,,,,474257740.7,,,,,,,,,92378763.59,913241287.8,8467659.96,,,,,,70134834.61,,,,,,17858095.68,,,,1576338382,,3447691803,688470086.8,,,,,,,,,,,120986295.6,,2917787.52,,,6051806.2,1906987.14,26876350.33,,,,,,,,,,529637772.5,,,,,,11027004.95,121355.25,,1361119096,,,,,,,,,280207775,,,,118719610.6,398927385.7,,1760046482,756350000,,,,,2080896168,,83485966.4,,-1233086814,,,,,,,,1687645321,3447691803
002086,*ST 东洋,2021-03-31,A,0,,263389752.2,,,,,,,,,,,,51348220.83,,8421280.21,,,,,,,,,,,960952960,,401587665.9,,,,,,10408307.01,1696108186,,,,,,,,,,,,,,,79617298.05,,,,,91426848.05,1190948177,8471994.57,,,,,,151495940.4,,,10255160.66,,4173809.58,26503672.97,,,,1562892901,,3259001087,689040315.8,,,,,,,,,,,146599609.4,,13012190.49,,,14642249.92,3585229.7,36792650.91,,,,,,,,,,523658614.4,,,,,,11027004.95,70553.77,,1401635768,,,,,12495882.95,,,12495882.95,280207775,,,,139540647.7,432244305.6,,1833880074,756350000,,,,,2074545988,,83499084.58,,-1503368549,,,,,1219837.66,1412246361,12874651.99,1425121013,3259001087
002086,*ST 东洋,2021-03-31,B,0,,40959469.61,,,,,,,,,,,,79607210.42,,890032.04,,,,,,,,,,65133853.82,1400988194,,300947336.9,,,,,,3989510.34,1827381753,,,,,,,,,,,474257740.7,,,,79617298.05,,,,,91426848.05,896973265.1,8471994.57,,,,,,69716245.07,,,,,,16814822.78,,,,1637278214,,3464659968,684340315.8,,,,,,,,,,,117313673.8,,4670983.55,,,10278622.37,2523138.87,36525931.74,,,,,,,,,,545309334.5,,,,,,11027004.95,70553.77,,1375533628,,,,,,,,,280207775,,,,115003454.1,395211229.1,,1770744857,756350000,,,,,2080896168,,83485966.4,,-1226817024,,,,,,,,1693915111,3464659968
002086,*ST 东洋,2021-06-30,A,0,,245116426.7,,,,,,,,,,,,52969587.85,,7280449.64,,,,,,,,,,,976589045.6,,412441909.6,,,,,,18228936.89,1712626356,,,,,,,,,,,,,,,78000000,,,,,90204463.54,1166684360,10940683.09,,,,,,149233427.8,,,9886198.4,,4173809.58,3122477.89,,,22824425.13,1535069845,,3247696201,688325000.8,,,,,,,,,,,153873576,,10347509.05,,,7471949.25,3465708,32306837.54,,,,,,,,,,537090486.9,,,,,,11342879.97,69152.86,,1411986263,,,,,12340300.47,,,12340300.47,280207775,,,,139111597.9,431659673.4,,1843645936,756350000,,,,,2074545988,,83499084.58,,-1523400416,,,,,163932.28,1391158590,12891675.74,1404050265,3247696201
002086,*ST 东洋,2021-06-30,B,0,,26209204.86,,,,,,,,,,,,67274303.85,,676152.23,,,,,,,,,,65133853.82,1407222075,,312666837.7,,,,,,9362552.71,1823411126,,,,,,,,,,,474257740.7,,,,78000000,,,,,90204463.54,882126569.4,10940683.09,,,,,,69297655.52,,,,,,2106964.77,,,14348025.13,1621282102,,3444693228,655625000.8,,,,,,,,,,,121277312.2,,2905649.88,,,2202839.39,2493049.23,31920118.37,,,,,,,,,,581062979.2,,,,,,11342879.97,69152.86,,1376978864,,,,,,,,,280207775,,,,112191712,392399487,,1769378351,756350000,,,,,2080896168,,83485966.4,,-1245417257,,,,,,,,1675314878,3444693228
002086,*ST 东洋,2021-09-30,A,0,,232859735.5,,,,,,,,,,,,52411315.33,,11034582.58,,,,,,,,,,,981260643.2,,432691555.2,,,,,,10795926.44,1721053758,,,,,,,,,,,,,,,78000000,,,,,89359424.11,1150166605,11051824.57,,,,,,147702247,,,10476043.03,,4173809.58,3871632.93,,,22429217,1517230803,,3238284561,688325000.8,,,,,,,,,,,148621682.5,,11639984.78,,,12250649.59,3501271.66,35817160.7,,,,,,,,,,554687775.8,,,,,,11342879.97,47448.4,,1430416693,,,,,12362967.75,,,12362967.75,280207775,,,,136140544.9,428711287.7,,1859127981,756350000,,,,,2074545988,,83499084.58,,-1548643118,,,,,403441.16,1366155396,13001183.9,1379156580,3238284561
002086,ST 东洋,2021-12-31,A,1,2024-04-30,228651344.2,,,,,,,,,,,,52684528.71,,925102.27,,,,,,,,,,,605104962,,265105822,,,,,,3506454.13,1155978213,,,,,,,,,,,,,,,,,,,,88309018.58,1126794987,9774386.97,,,,,110648312.9,140846677.5,,,9065725.79,,4173809.58,6567459.44,1057098.58,,528700,1497766176,,2653744390,511031901.9,,,,,,,,,,,138104766.9,,9222130.34,,,15076398.26,5887762.71,58393435.55,,,,,,,,,,760384529.8,,,,,,8355716.63,853302.49,,1448916509,27940493.75,,,86937738.51,12128113.67,,,127006345.9,525522798.5,,,,130413962.5,782943106.9,,2231859616,756350000,,,,,2074545988,,83499084.58,,-2503189321,,,,,-724878.84,410480873.6,11403900.22,421884773.8,2653744390
002086,ST 东洋,2021-12-31,B,0,,12269152.16,,,,,,,,,,,,54575741.49,,200683.68,,,,,,,,,,65133853.82,1125785501,,162984343.2,,,,,,663891.6,1356479314,,,,,,,,,,,474257740.7,,,,,,,,,88309018.58,849375045.4,8636134.63,,,,,97341851.97,68460476.38,,,,,,5689020.46,,,375300,1592444588,,2948923902,506331901.9,,,,,,,,,,,112473349.1,,2818355.03,,,6085928.22,2525000.49,57765109.53,,,,,,,,,,798462339.4,,,,,,6512195.14,150692.03,,1435359761,,,,83693315.28,,,,83693315.28,525522798.5,,,,104404231.4,713620345.1,,2148980106,756350000,,,,,2080896168,,83485966.4,,-2120788340,,,,,,,,799943795.2,2948923902
002086,ST 东洋,2022-01-01,A,1,2024-04-30,228651344.2,,,,,,,,,,,,52684528.71,,925102.27,,,,,,,,,,,605104962,,265105822,,,,,,3506454.13,1155978213,,,,,,,,,,,,,,,,,,,,88309018.58,1126794987,9774386.97,,,,,110648312.9,140846677.5,,,9065725.79,,4173809.58,6567459.44,1057098.58,,528700,1497766176,,2653744390,511031901.9,,,,,,,,,,,138104766.9,,9222130.34,,,15076398.26,5887762.71,58393435.55,,,,,,,,,,760384529.8,,,,,,8355716.63,853302.49,,1448916509,27940493.75,,,86937738.51,12128113.67,,,127006345.9,525522798.5,,,,130413962.5,782943106.9,,2231859616,756350000,,,,,2074545988,,83499084.58,,-2503189321,,,,,-724878.84,410480873.6,11403900.22,421884773.8,2653744390
002086,ST 东洋,2022-01-01,B,0,,12269152.16,,,,,,,,,,,,54575741.49,,200683.68,,,,,,,,,,65133853.82,1125785501,,162984343.2,,,,,,663891.6,1356479314,,,,,,,,,,,474257740.7,,,,,,,,,88309018.58,849375045.4,8636134.63,,,,,97341851.97,68460476.38,,,,,,5689020.46,,,375300,1592444588,,2948923902,506331901.9,,,,,,,,,,,112473349.1,,2818355.03,,,6085928.22,2525000.49,57765109.53,,,,,,,,,,798462339.4,,,,,,6512195.14,150692.03,,1435359761,,,,83693315.28,,,,83693315.28,525522798.5,,,,104404231.4,713620345.1,,2148980106,756350000,,,,,2080896168,,83485966.4,,-2120788340,,,,,,,,799943795.2,2948923902
002086,ST 东洋,2022-03-31,A,0,,214212848,,,,,,,,,,,,91506695.61,,8408677.72,,,,,,,,,,,608444938.2,,278781216,,,,,,2286098.77,1203640474,,,,,,,,,,,,,,,,,,,,87217905.05,1107174159,15496969.98,,,,,108165030.9,138568980.4,,,9652442.94,,4173809.58,6211169.71,1052539.05,,375300,1478088306,,2681728780,511031901.9,,,,,,,,,,,157118440.8,,11811436.98,,,22092725.7,5104292.39,66438226.38,,,,,,,,,,773146995.5,,,,,,11264190.19,145464.68,,1491715448,27900000,,,85015288.01,12049661.64,,,124964949.7,525522798.5,,,,128630381.5,779118129.6,,2270833578,756350000,,,,,2074545988,,83499084.58,,-2513862155,,,,,-1022755.44,399510163,11385039.67,410895202.7,2681728780
002086,ST 东洋,2022-06-30,A,0,,181872608.8,,,,,,,,,,,,166336055.8,,5217291.75,,,,,,,,,,,631550518,,269055462.1,,,,,,4750642.02,1258782578,,,,,,,,,,,,,,,,,,,,86126791.52,1095113924,23748291.45,,,,,105806740.2,141366632.9,,,9891137.19,,4173809.58,6069890,1112758.04,,,1473409975,,2732192553,502802787.7,,,,,,,,,,,148317623.1,,8230606.69,,,25691172.08,10269817.22,71420812.06,,,,,,,,,,808832371.8,,,,,,8451281.16,60236.33,,1512655896,27900000,,,88359942.61,12812593.39,,,129072536,545522798.5,,,,126549920.5,801145254.9,,2313801151,756350000,,,,,2074545988,,83499084.58,,-2510351972,,,,,2911382.2,406954483.5,11436918.83,418391402.3,2732192553
002086,ST 东洋,2022-06-30,B,0,,5278106.4,,,,,,,,,,,,93247574.12,,468907.48,,,,,,,,,,65133853.82,1121989407,,165378002.3,,,,,,,1386361998,,,,,,,,,,,475257740.7,,,,,,,,,86126791.52,819098854.7,10270885.69,,,,,92897028.16,67623297.28,,,,,,5308387.41,,,,1556582985,,2942944983,498102787.7,,,,,,,,,,,113390846.8,,2800809.45,,,10383428.61,2555974.05,70552486.04,,,,,,,,,,838514498.7,,,,,,6512195.14,60236.33,,1472320777,,,,85319608.24,,,,85319608.24,545522798.5,,,,100698714.1,731541120.7,,2203861897,756350000,,,,,2080896168,,83485966.4,,-2181649049,,,,,,,,739083085.8,2942944983
002086,ST 东洋,2022-09-30,A,0,,151154417.2,,,,,,,,,,,,213175579.9,,5478155.09,,,,,,,,,,,640333394,,281278195,,,,,,6600312.39,1298020053,,,,,,,,,,,,,,,,,,,,85035677.99,1101992119,11758623.66,,,,,103452266.6,143061675.9,,,10510630.02,,4173809.58,6384055.85,1177155.22,,89400,1467635414,,2765655468,502722252.8,,,,,,,,,,,153938469.4,,6678725.39,,,25156193.09,9438048.98,78190418.71,,,,,,,,,,841763768.9,,,,,,8474024.26,31997.92,,1548203481,27800000,,,89246344.62,13535621.23,,,130581965.9,559522798.5,,,,112176816.3,802281580.6,,2350485061,756350000,,,,,2074545988,,83499084.58,,-2517895390,,,,,7459891.51,403959574.6,11210832,415170406.6,2765655468
002086,ST 东洋,2022-12-31,A,1,2024-04-30,129788588.2,,,,,,,,,,,100000,233438234.7,,16259655.56,,,,,,,,,,,7881764.06,,183269395.2,,,,,,6648709.38,577386347.1,,,,,,,,,,,,,,,,,,,,83878575.01,1079375691,9896022.3,,,,,108289511.9,115308242.8,,,7905255.08,,4173809.58,5593858.55,6832579.25,,3321880,1424575425,,2001961773,419820125.1,,,,,,,,,,,193178822.2,1035085.53,10968535.15,,,14633665.24,11093653.45,91395214.49,,,,,,,,,,967220060.4,,,,,,9961211.67,1244067.84,,1629155227,27650000,,,94731063.34,13259301.8,,,135640365.1,1275515650,,,,115528575.5,1526684591,,3155839818,756350000,,,,,2074545988,,83499084.58,,-4088094707,,,,,5718128.11,-1167981506,14103460.95,-1153878045,2001961773
002086,ST 东洋,2022-12-31,B,0,,8119378.3,,,,,,,,,,,100000,92903830.63,,186528.73,,,,,,,,,,65133853.82,713904885.4,,104606318.9,,,,,,,919820942,,,,,,,,,,,474257740.7,,,,,,,,,83878575.01,792148124.1,9896022.3,,,,,97236689.31,66786118.16,,,,,,4989567.85,,,,1529192837,,2449013779,415120125.1,,,,,,,,,,,153887124.7,760819.58,280125.21,,,2271992.82,3229488.62,90253682.24,,,,,,,,,,1005255086,,,,,,7831958.76,12175.56,,1588648896,,,,93419330.69,,,,93419330.69,1275515650,,,,95288455.97,1464223437,,3052872333,756350000,,,,,2080896168,,83485966.4,,-3524590689,,,,,,,,-603858553.8,2449013779
002086,*ST 东洋,2023-01-01,A,1,2024-04-30,129788588.2,,,,,,,,,,,100000,233438234.7,,16259655.56,,,,,,,,,,,7881764.06,,183269395.2,,,,,,6648709.38,577386347.1,,,,,,,,,,,,,,,,,,,,83878575.01,1079375691,9896022.3,,,,,108289511.9,115308242.8,,,7905255.08,,4173809.58,5593858.55,7270858.25,,3321880,1425013704,,2002400052,419820125.1,,,,,,,,,,,193178822.2,1035085.53,10968535.15,,,14633665.24,11093653.45,91395214.49,,,,,,,,,,967220060.4,,,,,,9961211.67,1244067.84,,1629155227,27650000,,,94731063.34,13259301.8,,,135640365.1,1275515650,,417781.28,,115528575.5,1527102372,,3156257599,756350000,,,,,2074545988,,83499084.58,,-4088074209,,,,,5718128.11,-1167961008,14103460.95,-1153857547,2002400052
002086,*ST 东洋,2023-01-01,B,0,,8119378.3,,,,,,,,,,,100000,92903830.63,,186528.73,,,,,,,,,,65133853.82,713904885.4,,104606318.9,,,,,,,919820942,,,,,,,,,,,474257740.7,,,,,,,,,83878575.01,792148124.1,9896022.3,,,,,97236689.31,66786118.16,,,,,,4989567.85,,,,1529192837,,2449013779,415120125.1,,,,,,,,,,,153887124.7,760819.58,280125.21,,,2271992.82,3229488.62,90253682.24,,,,,,,,,,1005255086,,,,,,7831958.76,12175.56,,1588648896,,,,93419330.69,,,,93419330.69,1275515650,,,,95288455.97,1464223437,,3052872333,756350000,,,,,2080896168,,83485966.4,,-3524590689,,,,,,,,-603858553.8,2449013779
002086,ST 东洋,2023-03-31,A,0,,100544241.4,,,,,,,,,,,,290227913.8,,6036859.86,,,,,,,,,,,7075734.17,,224540139,,,,,,7860357.31,636285245.5,,,,,,,,,,,,,,,,,,,,82441917.96,1062257158,9793086.52,,,,,105747268,113273891.4,,,8051457.92,,4173809.58,6652188.26,6741440.26,,,1399132218,,2035417464,419082042.1,,,,,,,,,,,200469377.4,,6220217.21,,,16758401.47,13128482.68,96666186.11,,,,,,,,,,988727786.4,,,,,,9918152.26,18068.16,,1654322528,27650000,,,94057355.49,13063660.03,,,134771015.5,1275515650,,,,113961498.7,1524248165,,3178570692,756350000,,,,,2074545988,,83499084.58,,-4077025646,,,,,5433254.11,-1157197319,14044090.14,-1143153229,2035417464
002086,*ST 东洋,2023-06-30,A,0,,72845408.07,,,,,,,,,,,,316880439.6,,4664922.17,,,,,,,,,,,9142480.6,,237369329.4,,,,,,8940868.47,649843448.3,,,,,,,,,,,,,,,,,,,,81357805.83,1052195193,10282622.47,,,,,102671700.7,114483035.6,,,8246135.47,,4173809.58,5147042.8,6764373.27,,,1385321719,,2035165167,419082042.1,,,,,,,,,,,207153982,,4308367.51,,,21232151.17,6393213.13,102719929.5,,,,,,,,,,1018895261,,,,,,10009405.95,18062.71,,1687092486,27500000,,,94863964.67,6865352.67,,,129229317.3,1275515650,,,,115809634.6,1520554602,,3207647088,756350000,,,,,2074545988,,83499084.58,,-4109712925,,,,,8727798.32,-1186590053,14108132.62,-1172481921,2035165167
002086,*ST 东洋,2023-06-30,B,0,,4058372.96,,,,,,,,,,,,113902734.1,,423809.71,,,,,,,,,,65133853.82,700872127.2,,132403863.8,,,,,,792081.27,952452989,,,,,,,,,,,474257740.7,,,,,,,,,81357805.83,765963154.4,9896022.3,,,,,92103197.01,66122764.52,,,,,,4679826.24,,,,1494380511,,2446833500,414382042.1,,,,,,,,,,,159066691,,190216.62,,,8673352.42,2577852.66,101371603.4,,,,,,,,,,1052724045,,,,,,7831958.76,13705.03,,1645459864,,,,93863328.75,,,,93863328.75,1275515650,,,,92921825.38,1462300804,,3107760668,756350000,,,,,2080896168,,83485966.4,,-3581659303,,,,,,,,-660927168.4,2446833500
002086,*ST 东洋,2023-09-30,A,0,,93196878.94,,,,,,,,,,,,311625456.1,,7134295.52,,,,,,,,,,,8314196.28,,259874898.5,,,,,,5831285.55,685977010.9,,,,,,,,,,,,,,,,,,,,80273693.7,1034319281,10916933.51,,,,,99902833.03,113199008.7,,,8418656.9,,4173809.58,4843538.79,7043699.93,,,1363091455,,2049068466,418830824.2,,,,,,,,,,,210904453.7,,5896824.02,,,24604729.23,3982804.44,108218899.9,,,,,,,,,,1067720040,,,,,,10015661.39,13777.24,,1741969114,27500000,,,88673432.9,6812361.46,,,122985794.4,1275515650,,,,112121053.2,1510622498,,3252591612,756350000,,,,,2074545988,,83499084.58,,-4139959044,,,,,8299814.58,-1217264157,13741010.81,-1203523146,2049068466
