Stkcd,ShortName,Accper,Typrep,IfCorrect,DeclareDate,A001101000,A0d1101101,A0d1102000,A0d1102101,A0b1103000,A0b1104000,A0b1105000,A0f1106000,A001107000,A0f1108000,A001109000,A001110000,A001111000,A001127000,A001112000,A0i1113000,A0i1114000,A0i1115000,A0i1116000,A0i1116101,A0i1116201,A0i1116301,A0i1116401,A001119000,A001120000,A001121000,A0f1122000,A001123000,A001123101,A001128000,A001129000,A001124000,A0d1126000,A001125000,A001100000,A0i1224000,A0i1225000,A0b1201000,A001226000,A0F1132000,A001202000,A001227000,A0F1232000,A001203000,A001204000,A001205000,A001228000,A0F1233000,A0F1133000,A001229000,A001206000,A001207000,A0i1209000,A0i1210000,A001211000,A001212000,A001213000,A001214000,A001215000,A001216000,A001217000,A001230000,A001218000,A0d1218101,A001218201,A001219000,A001219101,A001220000,A001221000,A001222000,A0F1224000,A001223000,A001200000,A0f1300000,A001000000,A002101000,A0d2101101,A0D2130000,A0b2102000,A0b2103000,A0b2103101,A0b2103201,A0f2104000,A002105000,A0f2106000,A002107000,A002108000,A002109000,A002128000,A0f2110000,A0i2111000,A002112000,A002113000,A002114000,A002115000,A0i2116000,A0i2117000,A0i2118000,A0i2119000,A0i2119101,A0i2119201,A0i2119301,A0i2119401,A002120000,A0i2121000,A0d2122000,A0d2123000,A0i2124000,A002129000,A002125000,A002126000,A002127000,A002100000,A002201000,A0d2202000,A002203000,A002211000,A002204000,A002212000,A002205000,A002206000,A002207000,A0F2210000,A002208000,A002209000,A002210000,A002200000,A0f2300000,A002000000,A003101000,A003112000,A003112101,A003112201,A003112301,A003102000,A003102101,A003103000,A0f3104000,A003105000,A003106000,A003107000,A0F3108000,A0F3109000,A003111000,A003100000,A003200000,A003000000,A004000000
002772,众兴菌业,2023-12-31,B,0,,622212417,,,,,,,,234520458.8,,,,1962294.03,,1222586.62,,,,,,,,,,,1478862821,,10549675.86,,,,,,,2349330253,,,,86117874.24,,,,,,,1103870388,,,,,,,,,17788356.33,75767189.53,92763502.71,,,,,,29977405.24,,,,,,,,,106806,1406391522,,3755721775,310304562.5,,,,,,,,,,,6975311.94,,181284,,,22879205.35,243401,,,,,,,,,,,161227025.3,,,,,,374794989.8,,,876605779.9,256969271.1,,,,,,,256969271.1,,,,,4485935.9,261455207,,1138060987,393241359,,,,,2025025053,,56254611.77,,142871691.9,,,,,268073.1,,,2617660788,3755721775
002772,众兴菌业,2024-01-01,A,0,,1038514806,,,,,,,,285003276.2,,,,27242739.21,,32769223.28,,,,,,,,,,,1043603.06,,1274600107,,,,,,,2659173755,,,,86117874.24,,,,,,,19818894.03,,,,,,,,,17788356.33,2439717476,503079616.1,,,,,262751.75,334381510.7,,,,,,48000,,,13377066.45,3414591545,,6073765300,310304562.5,,,,,,,,,,,179080274.5,,5110181.21,,,98676718.69,1014266.22,,,,,,,,,,,167028904.3,,,,,,699375591.4,,,1460590499,1074469271,,,268493.66,,,,1074737765,,,,,102904786.1,1177642551,,2638233050,393241359,,,,,2023799799,,56254611.77,,958925115.8,,,,,268073.1,3432488958,3043292.51,3435532251,6073765300
002772,众兴菌业,2024-01-01,B,0,,622212417,,,,,,,,234520458.8,,,,1962294.03,,1222586.62,,,,,,,,,,,1478862821,,10549675.86,,,,,,,2349330253,,,,86117874.24,,,,,,,1103870388,,,,,,,,,17788356.33,75767189.53,92763502.71,,,,,,29977405.24,,,,,,,,,106806,1406391522,,3755721775,310304562.5,,,,,,,,,,,6975311.94,,181284,,,22879205.35,243401,,,,,,,,,,,161227025.3,,,,,,374794989.8,,,876605779.9,256969271.1,,,,,,,256969271.1,,,,,4485935.9,261455207,,1138060987,393241359,,,,,2025025053,,56254611.77,,142871691.9,,,,,268073.1,,,2617660788,3755721775
002772,众兴菌业,2024-03-31,A,0,,1550208973,,,,,,,,235595452.6,,,,25751356.14,,39643208.21,,,,,,,,,,,2850922.33,,1254776134,,,,,,,3108826046,,,,86318425.55,,,,,,,19552274.33,,,,,,,,,17575433.97,2417429596,495988947.9,,,,,258830.09,332269447.4,,,,,,12000,,,9943051.46,3379348007,,6488174053,540000000,,,,,,,,,,,169170695,,5140310.17,,,67060220.92,910717.89,,,,,,,,,,,164745335.5,,,,,,648011187.3,,,1595038467,1324127901,,,271622.95,,,,1324399524,,,,,98801947.46,1423201471,,3018239938,393241359,,,,,2023799799,,56254611.77,,993672013.1,,,,,268073.1,3467235855,2698259.2,3469934115,6488174053
002772,众兴菌业,2024-06-30,A,0,,1244675833,,,,,,,,257200655.1,,,,21435867.72,,29914735.92,,,,,,,,,,,1881350.07,,1258605237,,,,,,,2813713679,,,,83857078.58,,,,,,,29604781.4,,,,,,,,,38140163.15,2357470699,508634809.9,,,,,254908.43,330182567.4,,,,,,425000,,,9974076.33,3358544084,,6172257764,456332856.2,,,,,,,,,,,142367746.3,,5235855.98,,,68770799.27,2048389.81,,,,,,,,,,,161975640.1,,,,,,450111317.7,,,1286842605,1444270951,,,274788.71,,,,1444545739,,,,,94703275.89,1539249015,,2826091621,393241359,,,,,2023799799,,56254611.77,,870431545,,,,,268073.1,3343995387,2170755.84,3346166143,6172257764
002772,众兴菌业,2024-06-30,B,0,,502184248,,,,,,,,208412432.1,,,,1167904.35,,2366938.35,,,,,,,,,,,1482918743,,8137111.49,,,,,,,2205187377,,,,83857078.58,,,,,,,1113870388,,,,,,,,,38140163.15,72236754.3,73182916.58,,,,,,29509850.68,,,,,,,,,,1410797151,,3615984528,456332856.2,,,,,,,,,,,5640562.51,,104857,,,4663799.24,1403072.6,,,,,,,,,,,4401660.99,,,,,,199800000,,,672346808.6,387344202.9,,,,,,,387344202.9,,,,,4128685.9,391472888.8,,1063819697,393241359,,,,,2025025053,,56254611.77,,77375734.39,,,,,268073.1,,,2552164831,3615984528
002772,众兴菌业,2024-09-30,A,0,,1367047412,,,,,,,,266404748.2,,,,31019949.15,,39614134.79,,,,,,,,,,,2772560.47,,1258243000,,,,,,,2965101804,,,,81998187.68,,,,,,,47249032.15,,,,,,,,,37671751.25,2292503155,545667695.4,,,,,250986.77,328047010.1,,,,,,387500,,,10033612.21,3343808931,,6308910735,550000000,,,,,,,,,,,135478825.7,,6092925.47,,,70807296.9,1126408.88,,,,,,,,,,,162776937.2,,,,,,473843047.8,,,1400125442,1412805319,,,253950.87,,,,1413059270,,,,,90612937.26,1503672207,,2903797649,393241359,,,,,2023799799,,56254611.77,,929603381.3,,,,,268073.1,3403167224,1945862.37,3405113086,6308910735
002772,众兴菌业,2024-12-31,A,0,,1191278822,,,,,,,,325477944.5,,,,36060013.83,,22574204.71,,,,,,,,,,,2560717.45,,1252358284,,,,,,,2830309986,,,,75966054.29,,,,,,,60733836.58,,,,,,,,,82569764.01,2506646122,276708619.3,,,,,247065.11,341523697.2,,,,,,350000,,,15853278.45,3360598437,,6190908423,615463057,,,,,,,,,,,118598801.5,,4873471.16,,,103459017.9,1296128.04,,,,,,,,,,,175858942.2,,,,,,694677008.6,,,1714226426,1059448139,,,256910.66,,,,1059705049,,,,,98238724.83,1157943774,,2872170201,393241359,,,,,2023799799,125419873,67411339.79,,957825432.5,,,,,268073.1,3317126130,1612092.1,3318738222,6190908423
002772,众兴菌业,2024-12-31,B,0,,702503154.2,,,,,,,,275192892.8,,,,4356424.02,,2489031.02,,,,,,,,,,,1198217670,,8322152.36,,,,,,,2191081324,,,,75966054.29,,,,,,,1114870388,,,,,,,,,82569764.01,74293287.71,13348452.17,,,,,,29042296.12,,,,,,,,,778260,1390868502,,3581949826,465377376.4,,,,,,,,,,,5355700.85,,93043.5,,,16408300.44,556425.69,,,,,,,,,,,21805946.01,,,,,,241347343,,,750944135.8,341422633.7,,,,,,,341422633.7,,,,,3747269.23,345169902.9,,1096114039,393241359,,,,,2025025053,125419873,67411339.79,,125309836.3,,,,,268073.1,,,2485835788,3581949826
002982,湘佳股份,2020-01-01,A,1,2021-03-16,191942976.4,,,,,,,,,,,,157008902.3,,7728836.57,,,,,,,,,,,6830795.06,,185770404.7,,,,,,13688462.48,562970377.5,,,,,,,,,,,,15800000,,,,,,,,56807.44,528472025.5,91016555.96,,,19328035.3,,,75523337.7,,,,,,3858594.99,,,36949107,771004463.9,,1333974841,57000000,,,,,,,,,,,71513151.49,6187916.24,,,,60150759.34,2625736.49,,,,,,,,,,,129987269.3,,,,,,7033000,,,334497832.9,97860000,,,,12577000,,,110437000,,,,,54652138.96,165089139,,499586971.8,76250000,,,,,106184398.7,,38448114.47,,583731713.1,,,,,,804614226.2,29773643.35,834387869.6,1333974841
002982,湘佳股份,2020-01-01,B,0,,124005267.8,,,,,,,,,,,,161507876.8,,6099951.89,,,,,,,,,,,71279646.04,,137062572,,,,,,5608806.89,505564121.4,,,,,,,,,,,115067400,15800000,,,,,,,,56807.44,423464045.3,35217596.16,,,19328035.3,,,35974220.28,,,,,,2433870.2,,,13492287,660834261.7,,1166398383,57000000,,,,,,,,,,,66675500.38,135273,,,,53554516.64,2489830.78,,,,,,,,,,,96244435.35,,,,,,7033000,,,283132556.2,97860000,,,,12577000,,,110437000,,,,,43851508.37,154288508.4,,437421064.5,76250000,,,,,106184398.7,,38448114.47,,508094805.4,,,,,,,,728977318.5,1166398383
002982,湘佳股份,2020-03-31,A,0,,228013817.8,,,,,,,,,,,,218160042.1,,26958434.03,,,,,,,,,,,9143151.87,,214989184.4,,,,,,18153621.3,715418251.5,,,,,,,,,,,,15800000,,,,,,,,53420.83,533951216.6,123960771,,,22584991.71,,,91452267.3,,,,,,3797604.88,,,37787623.5,829387895.8,,1544806147,116000000,,,,,,,,,,,107776508.4,9082952.54,,,,44835824.03,1721085.46,,,,,,,,,,,137640254.7,,,,,,7033000,,,424089625.1,97860000,,,,12577000,,,110437000,,,,68288430.21,,178725430.2,,602815055.3,76250000,,,,,106184398.7,,38448114.47,,692202051.4,,,,,,913084564.6,28906527.45,941991092,1544806147
002982,湘佳股份,2020-03-31,B,0,,175856457.3,,,,,,,,,,,,245537471.1,,31901045.1,,,,,,,,,,,88321851.45,,145882914.1,,,,,,4450432.9,691950171.9,,,,,,,,,,,115067400,15800000,,,,,,,,53420.83,428703023.6,34293743.37,,,22584991.71,,,35557291.35,,,,,,2491103.88,,,17869372,672420346.8,,1364370519,97000000,,,,,,,,,,,90318170.47,5936121.27,,,,40992106.16,1696515.11,,,,,,,,,,,112398990.4,,,,,,7033000,,,355374903.4,97860000,,,,12577000,,,110437000,,,,52149508.38,,162586508.4,,517961411.7,76250000,,,,,106184398.7,,38448114.47,,625526593.7,,,,,,,,846409106.9,1364370519
002982,湘佳股份,2020-06-30,A,0,,860139614.7,,,,,,,,,,,,142257456.4,,42778799.74,,,,,,,,,,,14218374.12,,244875593.5,,,,,,22793137.37,1327062976,,,,,,,,,,,,15800000,,,,,,,,50034.22,618271250.7,110842749.2,,,22915034.47,,,90705706.06,,,,,,4622693.96,,,73128728.41,936336197,,2263399173,187000000,,,,,,,,,,,95515124.64,13252296.96,,,,38863221.95,991107.33,,,,,,,,,,,133601881.8,,,,,,7033000,,,476256632.7,86860000,,,,12577000,,,99437000,,,,,66161355.31,165598355.3,,641854988,101880000,,,,,726190098.7,,38448114.47,,723535641.7,,,,,,1590053855,31490330.07,1621544185,2263399173
002982,湘佳股份,2020-06-30,B,0,,786386481.3,,,,,,,,,,,,180224644.8,,23089305.25,,,,,,,,,,,198382363.6,,163512673.4,,,,,,10035317.45,1361630786,,,,,,,,,,,115067400,15800000,,,,,,,,50034.22,446545919.1,54951862.22,,,22915034.47,,,35140483.56,,,,,,2918192.95,,,27423314.6,720812241.2,,2082443027,168000000,,,,,,,,,,,83711132.72,7497868.64,,,,33984419.74,927618.54,,,,,,,,,,,94386957.54,,,,,,7033000,,,395540997.2,86860000,,,,12577000,,,99437000,,,,,50044183.39,149481183.4,,545022180.6,101880000,,,,,726190098.7,,38448114.47,,670902633.2,,,,,,,,1537420846,2082443027
002982,湘佳股份,2020-09-30,A,0,,758928254.3,,,,,,,,,,,,164474856.2,,51062322.37,,,,,,,,,,,12790514.54,,291192431.6,,,,,,23944055.34,1302392434,,,,,,,,,,,,15800000,,,,,,,,46647.61,697273310.3,98218733.82,,,25633652.82,,,93234932.95,,,,,,4489019,,,86178018.01,1020874315,,2323266749,187000000,,,,,,,,,,,98347813.1,17163483.09,,,,45136883.51,1685722.66,,,,,,,,,,,158198398.4,,,,,,7033000,,,514565300.7,88400000,,,,12577000,,,100977000,,,,,67527605.41,168504605.4,,683069906.1,101880000,,,,,726190098.7,,38448114.47,,743065754,,,,,,1609583967,30612875.58,1640196843,2323266749
002982,湘佳股份,2020-09-30,B,0,,717105887.1,,,,,,,,,,,,213264970.7,,23373185.89,,,,,,,,,,,214030802.3,,173840032,,,,,,11140875.36,1352755753,,,,,,,,,,,120067400,15800000,,,,,,,,46647.61,523208040.2,30095191.38,,,25633652.82,,,37940759.1,,,,,,2750907.03,,,17701941.5,773244539.6,,2126000293,168000000,,,,,,,,,,,95831512.6,11377658.87,,,,38484908.49,1235048.13,,,,,,,,,,,112873884.6,,,,,,7033000,,,434836012.7,58400000,,,,12577000,,,70977000,,,,,51432183.4,122409183.4,,557245196.1,101880000,,,,,726190098.7,,38448114.47,,702236883.7,,,,,,,,1568755097,2126000293
002982,湘佳股份,2020-12-31,A,0,,662457605.4,,,,,,,,,,,,185299246.6,,14049780.33,,,,,,,,,,,16095909.03,,281878867.9,,,,,,27064175.56,1186845585,,,,,,,,,,,,15800000,,,,,,,,43261,850099192.5,121425191.3,,,27620817.65,,,102206427.7,,,,,,14210226.5,,,59379460,1190784577,,2377630161,178000000,,,,,,,,,,,131657886.2,,6922892.78,,,44667906.21,5275928.86,,,,,,,,,,,182417293.2,,,,,,14930000,4628612.01,,568500519.2,99000000,,,,6600000,,,105600000,,,,,69981881.65,175581881.7,,744082400.8,101880000,,,,,726190098.7,,50940000,,725308466,,,,,,1604318565,29229195.84,1633547761,2377630161
002982,湘佳股份,2020-12-31,B,0,,614529383,,,,,,,,,,,,155506725.5,,9239006.45,,,,,,,,,,,284588134.2,,159117752.4,,,,,,10958974.56,1233939976,,,,,,,,,,,120067400,15800000,,,,,,,,43261,537397186.3,85639037.64,,,27620817.65,,,37248201.3,,,,,,2655963.17,,,52726850,879198717.1,,2113138693,178000000,,,,,,,,,,,72213269.18,,3066420.68,,,35434714.48,4355091.25,,,,,,,,,,,107797652.3,,,,,,14930000,3536438.69,,419333586.6,50000000,,,,6600000,,,56600000,,,,,54033209.56,110633209.6,,529966796.1,101880000,,,,,726190098.7,,50940000,,704161798.4,,,,,,,,1583171897,2113138693
002982,湘佳股份,2021-01-01,A,1,2022-03-23,662457605.4,,,,,,,,,,,,185299246.6,,14049780.33,,,,,,,,,,,16095909.03,,281878867.9,,,,,,27064175.56,1186845585,,,,,,,,,,,,15800000,,,,,,,,43261,850099192.5,121425191.3,,,27620817.65,,,102206427.7,,,,,,14210226.5,,,59379460,1190784577,,2377630161,178000000,,,,,,,,,,,131657886.2,,6922892.78,,,44667906.21,5275928.86,,,,,,,,,,,182417293.2,,,,,,14930000,4628612.01,,568500519.2,99000000,,,,6600000,,,105600000,,,,,69981881.65,175581881.7,,744082400.8,101880000,,,,,726190098.7,,50940000,,725308466,,,,,,1604318565,29229195.84,1633547761,2377630161
002982,湘佳股份,2021-01-01,B,0,,614529383,,,,,,,,,,,,155506725.5,,9239006.45,,,,,,,,,,,284588134.2,,159117752.4,,,,,,10958974.56,1233939976,,,,,,,,,,,120067400,15800000,,,,,,,,43261,537397186.3,85639037.64,,,27620817.65,,,37248201.3,,,,,,2655963.17,,,52726850,879198717.1,,2113138693,178000000,,,,,,,,,,,72213269.18,,3066420.68,,,35434714.48,4355091.25,,,,,,,,,,,107797652.3,,,,,,14930000,3536438.69,,419333586.6,50000000,,,,6600000,,,56600000,,,,,54033209.56,110633209.6,,529966796.1,101880000,,,,,726190098.7,,50940000,,704161798.4,,,,,,,,1583171897,2113138693
002982,湘佳股份,2021-03-31,A,0,,529629492.2,,,,,,,,,,,,153494410.8,,29602054.21,,,,,,,,,,,17963113.44,,300431353.6,,,,,,28121291.45,1059241716,,,,,,,,,,,,15800000,,,,,,,,39874.39,964803760.5,126624271.5,,,61547233.38,,,105021128.2,,,,,8622844.31,14078048.55,,,110521913.4,1407059074,,2466300790,204000000,,,,,,,,,,,154869808.4,,10012845.4,,,38490601.88,1597141.17,,,,,,,,,,,192536624.8,,,,,,14930000,5411969.22,,621848990.9,107000000,,,,6600000,,,113600000,,,,,69517344.94,183117344.9,,804966335.8,101880000,,,,,726190098.7,,50940000,,733491800.5,,,,,,1612501899,48832555.01,1661334454,2466300790
002982,湘佳股份,2021-03-31,B,0,,456875855.5,,,,,,,,,,,,155488309.4,,98291937.96,,,,,,,,,,,285484012.3,,173909006.1,,,,,,11757077.6,1181806199,,,,,,,,,,,181067400,15800000,,,,,,,,39874.39,573621310.7,86261311.75,,,29650162.54,,,37080699.14,,,,,,2663545.93,,,20634760,946819064.4,,2128625263,170000000,,,,,,,,,,,85182771.63,,13882192.2,,,30602491.09,863890.98,,,,,,,,,,,94325167.82,,,,,,14930000,3620492.15,,413407005.9,58000000,,,,6600000,,,64600000,,,,,53497089.43,118097089.4,,531504095.3,101880000,,,,,726190098.7,,50940000,,718111069.2,,,,,,,,1597121168,2128625263
002982,湘佳股份,2021-06-30,A,0,,352234389.4,,,,,,,,,,,,171123161.2,,34905420.73,,,,,,,,,,,23216912.02,,349790435.9,,,,,,27049723.34,958320042.6,,,,,,,,,,,,15800000,,,,,,,,36487.78,1010664982,169072254.7,,,58032098.97,,,103912969.1,,,,,8622844.31,803976.15,,,195313576.8,1562259190,,2520579232,214000000,,,,,,,,,,,135820557.8,,8089384.12,,,39932738.87,2129848.9,,,,,,,,,,,164969966.1,,,,,,14930000,5485509.84,,585358005.6,146880000,,,,6600000,,,153480000,,,,13235868.39,133090486.8,299806355.2,,885164360.8,101880000,,,,,726261613.8,,50940000,,699881519.6,,,,,,1578963133,56451738.17,1635414872,2520579232
002982,湘佳股份,2021-06-30,B,0,,303985033,,,,,,,,,,,,223357661,,143442775.1,,,,,,,,,,,343338617.5,,222549603.8,,,,,,13203268.9,1249876959,,,,,,,,,,,186167400,15800000,,,,,,,,36487.78,610243850.1,106152997.2,,,29302361.28,,,36498621.99,,,,,,396754.33,,,47155993.3,1031754466,,2281631425,190000000,,,,,,,,,,,94577285.65,,12579889.43,,,30215572.78,1161252,,,,,,,,,,,132980888,,,,,,14930000,2061761.43,,478506649.3,97880000,,,,6600000,,,104480000,,,,118727528.5,,223207528.5,,701714177.8,101880000,,,,,726190098.7,,50940000,,700907148.7,,,,,,,,1579917247,2281631425
002982,湘佳股份,2021-09-30,A,0,,247018239.8,,,,,,,,,,,,225799470.5,,31368587.63,,,,,,,,,,,26685120.35,,389317242.9,,,,,,33927266.98,954115928.1,,,,,,,,,,,,15800000,,,,,,,,33101.17,1025218270,261434918.9,,,61508652.08,,,108917588.5,,,,,8622844.31,1592272.28,,,238612808.7,1721740456,,2675856384,240000000,,,,,,,,,,,130323270.1,,25727971.88,,,44543394.2,3851484.42,,,,,,,,,,,180697433.9,,,,,,14930000,4863609.21,,644937163.6,201880000,,,,6600000,,,208480000,,,,13056708.2,169642278.8,391178987,,1036116151,101880000,,,,,726261613.8,,50940000,,694823381,,,,,,1573904995,65835238.84,1639740234,2675856384
002982,湘佳股份,2021-12-31,A,0,,298477928,,,,,,,,,,,,205819316.4,,24211263.08,,,,,,,,,,,28872143.96,,447083164,,,,,,31272220.15,1035736036,,,,,,,,,,,,15800000,,,,,,,,29714.56,1151164833,385031412.4,,,62066832.48,,65628251.17,133959343.4,,,,,,8823710.54,102344.93,,9994217,1832600659,,2868336695,229500000,,,,,,,,,,,226688850.9,,6332990.6,,,40867612.11,2823212.95,,,,,,,,,,,191577556.9,,,,,,71045669.67,8794657.1,,777630550.3,270880000,,,42142781.42,21690847.63,,,334713629.1,,,,,76774206.73,411487835.8,,1189118386,101880000,,,,,726190098.7,,50940000,,729460622.3,,,,,,1608470721,70747587.81,1679218309,2868336695
002982,湘佳股份,2021-12-31,B,0,,220946534,,,,,,,,,,,,148922977.2,,11396550.89,,,,,,,,,,,471362926.4,,290683341.6,,,,,,12584597.44,1155896928,,,,,,,,,,,203667400,15800000,,,,,,,,29714.56,637974728.4,323711300,,,30915137.07,,41918530.25,56425710.62,,,,,,1442676.3,,,7528305,1319413502,,2475310430,220000000,,,,,,,,,,,165829477.4,,4233719.99,,,30051726.52,229138.45,,,,,,,,,,,112331617.9,,,,,,37284086.82,3346314.37,,573306081.4,196880000,,,32935680.16,2685883.7,,,232501563.9,,,,,53837311.17,286338875,,859644956.5,101880000,,,,,726190098.7,,50940000,,736655374.7,,,,,,,,1615665473,2475310430
002982,湘佳股份,2022-01-01,A,0,,298477928,,,,,,,,,,,,205819316.4,,24211263.08,,,,,,,,,,,28872143.96,,447083164,,,,,,31272220.15,1035736036,,,,,,,,,,,,15800000,,,,,,,,29714.56,1151164833,385031412.4,,,62066832.48,,65628251.17,133959343.4,,,,,,8823710.54,102344.93,,9994217,1832600659,,2868336695,229500000,,,,,,,,,,,226688850.9,,6332990.6,,,40867612.11,2823212.95,,,,,,,,,,,191577556.9,,,,,,71045669.67,8794657.1,,777630550.3,270880000,,,42142781.42,21690847.63,,,334713629.1,,,,,76774206.73,411487835.8,,1189118386,101880000,,,,,726190098.7,,50940000,,729460622.3,,,,,,1608470721,70747587.81,1679218309,2868336695
002982,湘佳股份,2022-01-01,B,0,,220946534,,,,,,,,,,,,148922977.2,,11396550.89,,,,,,,,,,,471362926.4,,290683341.6,,,,,,12584597.44,1155896928,,,,,,,,,,,203667400,15800000,,,,,,,,29714.56,637974728.4,323711300,,,30915137.07,,41918530.25,56425710.62,,,,,,1442676.3,,,7528305,1319413502,,2475310430,220000000,,,,,,,,,,,165829477.4,,4233719.99,,,30051726.52,229138.45,,,,,,,,,,,112331617.9,,,,,,37284086.82,3346314.37,,573306081.4,196880000,,,32935680.16,2685883.7,,,232501563.9,,,,,53837311.17,286338875,,859644956.5,101880000,,,,,726190098.7,,50940000,,736655374.7,,,,,,,,1615665473,2475310430
002982,湘佳股份,2022-03-31,A,0,,326959342.5,,,,,,,,,,,,219560408.6,,63765399.39,,,,,,,,,,,50056929.57,,473538397.7,,,,,,28787489.3,1162667967,,,,,,,,,,,,15800000,,,,,,,,26327.95,1135613887,428118113.5,,,65164312.33,,83181572.7,132365323.9,,,,,,8805452.15,102344.93,,23312204.5,1892489539,,3055157506,279500000,,,,,,,,,,,184617436.5,,25455589.32,,,29048949.35,1510278.73,,,,,,,,,,,247583541.1,,,,,,31480000,10061449.76,,809257244.8,384000000,,,66575025.77,29443978.26,,,480019004,,,,,76425131.19,556444135.2,,1365701380,101880000,,,,,726190098.7,,50940000,,741153655.8,,,,,,1620163755,69292371.51,1689456126,3055157506
002982,湘佳股份,2022-06-30,A,0,,664849742.8,,,,,,,,,,,,239907080.8,,79226545.97,,,,,,,,,,,32887132.87,,516573910.6,,,,,,26011968.1,1559456381,,,,,,,,,,,,15800000,,,,,,,,22941.34,1122480533,483105079.1,,,74218066.52,,91983916.87,130772198.2,,,,,,8278267.21,102344.93,,81584537.77,2008347885,,3567804266,169500000,,,,,,,,,,,168658025.9,,18411957.03,,,29772736.61,2469164.07,,,,,,,,,,,244181298.6,,,,,,71899788.04,7853833.14,,712746803.4,362000000,,516338380.6,73283558.01,24347550.97,,,975969489.6,,,,,77014077.03,1052983567,,1765730370,101880000,118629178.6,,,,726190098.7,,50940000,,734336739.7,,,,,,1731976017,70097879.39,1802073896,3567804266
002982,湘佳股份,2022-06-30,B,0,,474279097.9,,,,,,,,,,,,260079622.4,,77608349.29,,,,,,,,,,,670015366.2,,312352677.7,,,,,,9386614.94,1803721728,,,,,,,,,,,209667400,15800000,,,,,,,,22941.34,612377425,372937183.7,,,33238989.37,,41652742.45,54604200.49,,,,,,979703.93,,,62023658,1403304244,,3207025973,160000000,,,,,,,,,,,120904338.8,,16737565.87,,,20951089.22,919420.74,,,,,,,,,,,192262142,,,,,,26084086.82,4281988.61,,542140632.1,292000000,,516338380.6,39328189.76,560011.1,,,848226581.5,,,,,52239495.91,900466077.4,,1442606709,101880000,118629178.6,,,,726190098.7,,50940000,,766779986,,,,,,,,1764419263,3207025973
002982,湘佳股份,2022-09-30,A,0,,632757081.2,,,,,,,,,,,,283052529.4,,81759596.01,,,,,,,,,,,37499654.54,,498909637.9,,,,,,22469523.18,1556448022,,,,,,,,,,,,15800000,,,,,,,,19554.73,1343262862,368837337,,,73757147.66,,89389532.47,129875887.4,,,,,,10292695.17,102344.93,,104685003.2,2136022364,,3692470386,159500000,,,,,,,,,,,146356073.3,,18011818.78,,,43415853.89,6050276.97,,,,,,,,,,,208050382.5,,,,,,71045669.67,9480723.12,,661910798.2,441000000,,522593359.3,71849135.49,22085424.89,,,1057527920,,,,,75077875.15,1132605795,,1794516593,101880000,118629178.6,,,,726190098.7,,50940000,,826689842.5,,,,,,1824329120,73624673.52,1897953793,3692470386
002982,湘佳股份,2022-12-31,A,0,,601794650.8,,,,,,,,,,,,316307821.6,,41889995.19,,,,,,,,,,,41292479.25,,545014624.9,,,,,,26767336.06,1573066908,,,,,,,,,,,,15800000,,,,,,,,16168.12,1707782727,142059957.4,,,99532392.47,,75409526.95,129378589,,,,,,7399321.97,319093.69,,31334272.5,2209032049,,3782098957,140119277.8,,,,,,,,,,,216593368.5,1670651.95,27751743.02,,,55347340.79,8071740.35,,,,,,,,,,,235893469,,,,,,67403772.44,9050270.83,,761901634.7,444490000,,528550693.7,48748600.87,11486504.56,,,1033275799,,,,,75805223.24,1109081022,,1870982657,101880986,118621319.4,,,,726238570.7,,50940000,,835333652.9,,,,,,1833014529,78101771.06,1911116300,3782098957
002982,湘佳股份,2022-12-31,B,0,,399892132.7,,,,,,,,,,,,506326936.2,,27913478.89,,,,,,,,,,,539574549.7,,307980492,,,,,,10012784.09,1791700374,,,,,,,,,,192000000,289667400,15800000,,,,,,,,16168.12,899357194.1,112132984.7,,,38587979.15,,42372103.41,52068605.55,,,,,,526746.18,,,7197983.5,1649727165,,3441427538,130119277.8,,,,,,,,,,,156741024.8,,22848431.37,,,37772765.2,5184519.38,,,,,,,,,,,266944421.5,,,,,,31590789.29,2483443,,653684672.4,319500000,,528550693.7,32556766.86,4557997.7,,,885165458.2,,,,,50831649.71,935997107.9,,1589681780,101880986,118621319.4,,,,726238570.7,,50940000,,854064881.9,,,,,,,,1851745758,3441427538
002982,湘佳股份,2023-01-01,A,0,,601794650.8,,,,,,,,,,,,316307821.6,,41889995.19,,,,,,,,,,,41292479.25,,545014624.9,,,,,,26767336.06,1573066908,,,,,,,,,,,,15800000,,,,,,,,16168.12,1707782727,142059957.4,,,99532392.47,,75409526.95,129378589,,,,,,7399321.97,319093.69,,31334272.5,2209032049,,3782098957,140119277.8,,,,,,,,,,,216593368.5,1670651.95,27751743.02,,,55347340.79,8071740.35,,,,,,,,,,,235893469,,,,,,67403772.44,9050270.83,,761901634.7,444490000,,528550693.7,48748600.87,11486504.56,,,1033275799,,,,,75805223.24,1109081022,,1870982657,101880986,118621319.4,,,,726238570.7,,50940000,,835333652.9,,,,,,1833014529,78101771.06,1911116300,3782098957
